Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_debug,Logcat_warning,Logcat_info,Logcat_verbose,Logcat_error,Logcat_total,Process_total,Category,Family
108903,21048,8464,46376,136776,23456,30492,26192,4299,42,1,5,2,4,32,36,13,50,3,0,3,0,0,10,7,8,0,0,6,3,12,0,0,1,8,3,3,2,0,6,6,0,6,5,5,2,0,0,3,0,67,72,6,6,8,8,112,67,26,30,4,11,0,0,8,0,0,0,6,8,0,0,4,4,3,0,6,2,0,7,7,0,0,4,0,0,0,0,40,0,0,0,13,0,2,63421,177,28303,314,4,0,1080,1542,1840,3084,2325,9871,191,Trojan_Spy,smforw
43123,1216,11132,38172,66096,1220,7942,6367,1574,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,3,0,3860,2372,1537,1236,5968,14973,187,Trojan_Spy,smsthief
35699,0,10908,33316,40864,4,9062,5708,3353,0,0,5,0,2,5,24,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,6,0,1,0,0,0,0,3,1,2135,3130,1799,1523,887,9474,191,Trojan_Spy,smforw
39256,1244,11100,34632,71504,1252,7937,6007,1929,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,3,0,3332,890,1809,2697,1524,10252,191,Trojan_Spy,smsthief
92327,15720,9024,39100,132696,22312,27299,23743,3555,32,2,5,2,4,43,38,16,62,4,0,1,0,0,7,5,6,0,0,5,4,14,0,0,1,10,3,3,3,0,7,7,0,7,6,6,3,0,0,4,0,83,89,6,6,9,8,91,59,34,38,6,15,0,0,10,0,0,0,8,6,0,0,4,3,4,0,9,3,0,5,5,0,0,5,0,0,0,0,80,0,0,0,17,0,3,50548,147,25646,310,4,0,3352,1552,2475,2012,1175,10566,191,Trojan_Spy,smforw
42643,1768,10744,37612,58956,1860,12687,9238,3448,0,0,4,0,4,22,35,8,35,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,11,5,2,0,0,0,0,1,0,20,0,0,10,0,0,0,10,0,1,0,0,11,0,0,0,2,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,5,0,1,0,0,0,0,5,1,1521,1994,4395,2854,863,11627,193,Trojan_Spy,smsthief
34733,0,11000,32284,46968,4,9026,5581,3444,0,0,5,0,2,5,24,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,4,0,1,0,0,0,0,3,1,3030,1507,1923,775,2306,9541,191,Trojan_Spy,smforw
93417,13084,8496,46512,109124,19068,31554,26767,4786,99,3,6,3,4,34,38,14,56,3,0,3,0,0,7,3,5,0,0,3,0,6,0,0,1,6,3,3,1,0,5,5,0,5,4,4,1,0,0,2,0,34,35,6,2,6,6,74,42,12,12,2,5,0,0,5,0,0,0,2,5,0,0,3,3,2,0,3,1,0,3,3,0,0,2,0,0,0,0,40,0,0,0,7,0,1,52118,116,18114,194,5,0,1866,2613,1512,806,2089,8886,188,Trojan_Spy,smforw
102912,19592,8400,42224,133116,25964,26840,23815,3024,64,1,5,2,4,32,36,14,53,3,0,3,0,0,4,4,4,0,0,2,2,11,0,0,1,10,3,3,2,0,8,8,0,8,5,5,2,0,0,3,0,55,60,6,6,8,8,20,20,24,26,4,11,0,0,8,0,0,0,6,4,0,0,4,4,3,0,6,2,0,4,4,0,0,4,0,0,0,0,60,0,0,0,12,0,2,30368,108,19382,229,5,0,1519,854,2080,2567,3072,10092,189,Trojan_Spy,smforw
34475,0,10968,32260,43412,4,9027,5571,3455,0,0,5,0,2,5,24,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,4,0,1,0,0,0,0,3,1,2022,2360,2989,1525,841,9737,192,Trojan_Spy,smforw
35409,0,11056,33308,31792,4,9027,5649,3377,0,0,5,0,2,5,24,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,4,0,1,0,0,0,0,3,1,2135,835,1519,3489,1942,9920,192,Trojan_Spy,smforw
34817,0,11104,32216,49576,4,9027,5559,3467,0,0,5,0,2,5,24,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,4,0,1,0,0,0,0,2,1,2802,1798,1500,903,2306,9309,191,Trojan_Spy,smforw
57079,6000,10836,42200,91592,6016,16287,12910,3376,42,2,7,2,2,13,28,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,105,9,9,57,0,48,48,0,48,0,0,57,0,0,16,0,32,64,4,0,690,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,9,0,0,0,0,4,1,3550,2355,928,1528,3199,11560,189,Trojan_Spy,kasandra
57748,1912,10752,49636,88332,1928,17972,13356,4615,72,2,8,2,2,15,33,4,18,0,0,0,0,0,0,0,0,0,0,0,27,1,0,1,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,10,0,2,4,2,0,102,102,52,52,52,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,3,0,1,13660,20,2675,23,4,3,2586,4425,1515,718,1954,11198,186,Trojan_Spy,smforw
37228,4532,12356,25748,83324,4548,13110,10026,3083,6,1,5,1,2,9,27,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,4,0,0,0,2,2,0,88,48,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,16,0,0,0,0,1,4,2,0,0,0,12,0,9,3207,50,3307,38,4,2,1511,758,2264,3568,6698,14799,186,Trojan_Spy,smsthief
35942,0,11156,33668,41688,4,9062,5581,3480,0,0,5,0,2,5,24,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,6,0,1,0,0,0,0,3,1,1934,1511,2863,726,5026,12060,192,Trojan_Spy,smforw
42955,4060,10972,32468,83908,4228,10214,6749,3464,0,0,5,0,2,9,27,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,2,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,1,0,10,2,0,2,0,28,0,2,1192,21,2468,14,5,1,4741,4247,1508,1984,796,13276,189,Trojan_Spy,smsthief
41074,1660,10816,35540,70612,1796,12814,9576,3237,28,0,7,2,4,21,30,8,31,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,5,0,1,0,0,0,0,3,1,1401,75515,1724,2278,1446,82364,190,Trojan_Spy,spyagent
35242,2216,11176,28692,78336,2224,9960,7075,2884,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,2,0,0,0,0,3,0,1534,1903,2863,3466,1069,10835,189,Trojan_Spy,smsthief
34828,0,11148,32556,42424,4,9064,5628,3435,0,0,5,0,2,5,24,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,6,0,1,0,0,0,0,3,1,1296,1857,2949,2977,1523,10602,190,Trojan_Spy,smforw
42795,1252,11080,37912,73104,1256,7937,6066,1870,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,3,0,1539,5769,1681,603,1505,11097,186,Trojan_Spy,smsthief
102684,19324,8388,45536,124824,22764,30084,25823,4260,72,1,5,2,4,34,37,13,49,3,0,5,0,0,6,7,6,0,0,2,2,11,0,0,1,9,3,3,2,0,7,7,0,7,5,5,2,0,0,3,0,58,62,6,4,8,8,21,21,26,30,4,11,0,0,8,0,0,0,6,6,0,0,4,4,3,0,6,2,0,7,7,0,0,4,0,0,0,0,80,0,0,0,12,0,2,32649,114,19232,225,5,0,1529,2542,1952,3101,1007,10131,188,Trojan_Spy,smforw
40898,412,11200,37304,55900,416,7921,6075,1845,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,3,0,1528,3981,2342,834,6266,14951,192,Trojan_Spy,smsthief
46421,1328,11044,41592,62144,1332,7943,6277,1665,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,3,0,3270,1526,2209,4691,929,12625,189,Trojan_Spy,smsthief
49876,4880,11012,37104,90608,4896,14595,12708,1886,36,6,10,6,2,10,33,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,4,0,0,0,2,2,0,100,54,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,25,0,0,0,0,1,4,2,0,0,0,21,0,2,2778,46,3376,36,4,2,1521,1494,3218,2262,4866,13361,188,Trojan_Spy,smsthief
43551,2240,10740,37888,54584,2380,12687,9305,3381,0,0,4,0,4,22,36,9,38,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,11,6,2,0,0,0,0,1,0,24,0,0,12,0,0,0,12,0,1,0,0,11,0,0,0,2,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,5,0,1,0,0,0,0,5,1,2687,679,3751,2054,1519,10690,190,Trojan_Spy,smsthief
34259,0,11164,32248,38460,4,9027,5588,3438,0,0,5,0,2,5,24,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,4,0,1,0,0,0,0,3,1,2343,2924,1517,799,1820,9403,194,Trojan_Spy,smforw
34610,0,11040,32332,38660,4,9027,5642,3384,0,0,5,0,2,5,24,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,4,0,1,0,0,0,0,3,1,1514,1901,2559,2153,1078,9205,192,Trojan_Spy,<unknown>
