Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_debug,Logcat_verbose,Logcat_error,Logcat_info,Logcat_warning,Logcat_total,Process_total,Category,Family
78277,8352,8448,46648,135912,8408,31989,27390,4598,84,2,6,3,4,36,38,13,50,3,0,4,0,0,12,2,5,0,0,3,2,8,0,0,0,2,0,0,1,0,1,1,0,1,1,1,1,0,0,2,0,37,41,6,2,2,2,106,59,15,18,2,5,0,0,3,0,0,0,4,5,0,0,2,2,2,0,3,1,0,2,2,0,2,0,0,0,0,40,0,0,6,0,1,144352,223,26528,287,3,0,815,5600,1800,112,2015,10342,189,Trojan_Spy,smforw
91589,15704,8336,44212,138368,21924,30813,26111,4701,62,1,5,2,4,37,37,14,57,3,0,2,0,0,9,5,7,0,0,7,7,18,0,0,0,6,0,0,3,0,3,3,0,3,3,3,3,0,0,4,0,91,101,8,6,6,6,116,72,35,40,6,17,0,0,9,0,0,0,10,7,0,0,4,3,4,0,9,3,0,5,5,0,6,0,0,0,0,100,0,0,16,0,3,33173,144,25838,291,4,0,1903,3241,2247,118,1069,8578,191,Trojan_Spy,smforw
37503,988,11176,30636,86500,992,10044,6621,3422,0,0,5,0,2,5,24,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,9,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,29,0,2,0,0,0,0,4,1,133,3553,1142,1926,3499,10253,189,Trojan_Spy,smsthief
57804,7996,10700,41188,105960,8828,25367,22125,3241,48,1,6,2,5,25,41,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,2,0,1,0,0,0,0,3,0,2867,4568,108,718,1685,9946,192,Trojan_Spy,smforw
36863,1184,10396,32152,61324,1192,7977,6524,1452,5,1,5,1,2,8,26,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,2,0,1126,113,524,1646,6825,10234,197,Trojan_Spy,smsthief
81283,16596,10624,55220,110752,17456,24996,17651,7344,26,1,6,2,4,29,34,10,40,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,24,8,8,16,0,8,8,0,8,0,0,16,0,0,4,0,18,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,5,1,2,0,0,0,0,69,0,0,0,0,0,64,0,0,40,0,1,1888,20,13815,173,4,1,1842,2720,819,2416,107,7904,191,Trojan_Spy,<unknown>
78334,11644,8544,48076,95020,11980,32936,27940,4995,98,4,7,4,4,36,40,13,52,3,0,4,0,0,10,7,7,0,0,6,10,26,0,0,0,8,0,0,4,0,4,4,0,4,4,4,4,0,0,6,0,109,118,6,12,8,8,77,55,44,50,8,20,0,0,12,0,0,0,10,7,0,0,6,3,6,0,12,4,0,7,7,0,6,0,0,0,0,100,0,0,23,0,4,96622,198,29205,326,4,0,1331,2185,5065,2640,134,11355,194,Trojan_Spy,smforw
37188,2212,11956,29600,69184,2228,7932,5002,2929,0,0,4,0,2,2,25,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,26,0,0,0,0,2,0,2738,10560,2195,109,4086,19688,191,Trojan_Spy,smsthief
39518,1168,11076,34084,80392,1172,12090,8387,3702,0,0,5,0,2,5,24,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,33,0,1,0,0,0,0,4,1,123,6021,3700,845,1674,12363,192,Trojan_Spy,smsthief
47495,1372,11152,42060,77120,1376,7943,6255,1687,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,30,0,1,0,0,0,0,2,0,147,1403,3618,3948,800,9916,194,Trojan_Spy,smsthief
99204,18308,8472,49372,116104,20168,34247,29524,4722,110,3,7,4,4,40,38,15,59,3,0,7,0,0,9,5,7,0,0,3,2,12,0,0,0,2,0,0,1,0,1,1,0,1,1,1,1,0,0,3,0,41,45,6,6,2,2,54,32,16,18,2,6,0,0,3,0,0,0,4,7,0,0,3,3,3,0,3,1,0,5,5,0,2,0,0,0,0,40,0,0,8,0,1,24189,88,15222,157,3,0,113,4926,1995,2025,796,9855,195,Trojan_Spy,smforw
31464,1944,12348,24608,76348,1952,8962,5385,3576,0,0,4,0,2,3,31,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,2,0,1989,113,843,1611,2902,7458,194,Trojan_Spy,smsthief
69296,22128,9184,30820,82400,26992,17914,14709,3204,28,2,5,2,2,17,30,10,37,0,0,0,0,0,6,4,5,0,0,4,7,19,0,0,0,6,0,0,3,0,3,3,0,3,3,3,3,0,0,6,0,65,74,6,4,6,6,90,58,35,38,6,18,0,0,9,0,0,0,8,5,0,0,3,3,6,0,7,3,0,4,4,0,5,0,0,0,0,40,0,0,15,0,3,30067,134,22946,245,3,0,108,3493,2054,980,2414,9049,193,Trojan_Spy,smforw
70383,20468,9116,31384,82384,27596,18488,14766,3721,28,2,5,2,2,14,30,9,35,0,0,0,0,0,10,5,7,0,0,3,4,13,0,0,0,4,0,0,2,0,2,2,0,2,2,2,2,0,0,4,0,46,53,8,2,4,4,183,101,24,26,4,11,0,0,6,0,0,0,6,7,0,0,3,3,4,0,4,2,0,5,5,0,4,0,0,0,0,40,0,0,9,0,2,436260,550,49214,573,3,0,1892,5506,1108,131,2026,10663,192,Trojan_Spy,smforw
91516,19304,8360,44632,137156,21964,30371,26233,4137,106,3,5,2,4,33,37,15,55,3,0,3,0,0,6,4,5,0,0,4,4,13,0,0,0,4,0,0,2,0,2,2,0,2,2,2,2,0,0,3,0,58,64,6,4,4,4,62,40,26,32,4,12,0,0,6,0,0,0,6,5,0,0,3,3,3,0,6,2,0,4,4,0,4,0,0,0,0,60,0,0,11,0,2,24698,110,18431,200,3,0,2137,2296,116,8163,1099,13811,193,Trojan_Spy,smforw
100061,18876,8544,47988,132176,25088,32017,27322,4694,90,3,6,3,4,32,39,14,53,3,0,5,0,0,7,5,6,0,0,4,4,17,0,0,0,4,0,0,2,0,2,2,0,2,2,2,2,0,0,4,0,61,66,8,6,4,4,63,41,27,32,4,12,0,0,6,0,0,0,6,6,0,0,4,4,4,0,6,2,0,5,5,0,4,0,0,0,0,60,0,0,13,0,2,23601,115,21302,235,4,0,111,1904,2160,1063,4895,10133,192,Trojan_Spy,smforw
63945,3292,10104,54140,78856,3428,21898,16569,5328,146,11,6,2,2,28,39,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,6,0,0,0,0,0,0,0,3,0,0,13,0,1,2,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,30,18,0,0,15,0,1,1246255,1073,67096,802,4,1,4093,656,1960,3046,482,10237,192,Trojan_Spy,spyoo
91431,17316,8544,44892,136608,22552,29966,25766,4199,64,1,5,2,4,34,36,13,52,3,0,3,0,0,8,5,5,0,0,4,5,18,0,0,0,4,0,0,2,0,2,2,0,2,2,2,2,0,0,4,0,59,64,8,8,4,4,82,50,25,28,4,11,0,0,6,0,0,0,6,5,0,0,4,4,4,0,6,2,0,5,5,0,4,0,0,0,0,60,0,0,13,0,2,98279,170,24005,262,3,0,3516,112,853,2310,1604,8395,192,Trojan_Spy,smforw
59594,8468,11928,43084,95704,8484,15798,11650,4147,21,1,6,1,2,12,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,50,50,164,0,0,0,0,0,0,0,164,0,0,17,0,30,60,6,0,1189,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,1510,0,0,0,0,0,0,0,0,4,0,0,177,0,10,0,0,0,0,3,1,458,2045,1285,4604,105,8497,191,Trojan_Spy,kasandra
33813,4140,12324,24684,79640,4152,9006,5467,3539,0,0,4,0,2,3,38,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,903,4086,2440,112,1726,9267,191,Trojan_Spy,smsthief
84457,13868,8420,38196,143940,16276,26675,24467,2207,32,1,5,2,4,38,37,26,57,4,0,1,0,0,6,6,6,0,0,4,10,24,0,0,0,8,0,0,4,0,4,4,0,4,4,4,4,0,0,6,0,105,114,4,10,8,8,34,34,49,60,8,21,0,0,12,0,0,0,10,6,0,0,5,2,6,0,12,4,0,6,6,0,7,0,0,0,0,80,0,0,23,0,4,17594,116,21972,254,3,0,1822,3187,1114,122,2390,8635,194,Trojan_Spy,smforw
