Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SMS_android.telephony.SmsManager_sendTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_warning,Logcat_info,Logcat_debug,Logcat_verbose,Logcat_error,Logcat_total,Process_total,Category,Family
41927,5944,12512,25284,85472,5960,13089,10104,2984,4,1,5,1,2,9,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,14,0,0,0,0,3,0,4925,1583,452,1387,1502,9849,185,Trojan_Banker,marcher
157524,22596,10428,125820,76920,23888,69500,63985,5514,164,7,10,7,4,30,38,11,43,2,0,2,6,2,0,0,9,0,1,0,0,0,2,56,1,0,1,37,19,19,0,19,17,17,37,0,0,2,0,19,19,3,14,1,0,4,5,1,2,0,10,0,0,0,0,0,40,0,14,0,0,0,0,0,2,0,172,9,9,0,0,0,0,0,0,0,0,0,0,49,0,1,70379,28,1642,30,8,0,2228,22595,808,3215,1727,30573,192,Trojan_Banker,minimob
26660,0,12216,23632,67396,8,8045,4979,3065,0,0,4,0,2,2,42,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1512,1382,2175,2590,3364,11023,194,Trojan_Banker,marcher
43141,5720,10936,28800,93468,5732,15274,11555,3718,11,1,5,1,2,11,29,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,8,0,4,8,1,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,30,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,4,0,0,8400,140,3,1,4173,2223,2985,905,1500,11786,189,Trojan_Banker,faketoken
36227,4828,12688,25020,79448,4840,13097,9952,3144,4,1,5,1,2,8,26,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,31,0,0,0,0,3,0,6469,1600,1511,1394,470,11444,186,Trojan_Banker,marcher
61924,9004,11448,41912,72576,10916,15957,13366,2590,21,1,5,1,2,12,29,4,17,0,0,0,0,0,0,0,0,0,28,0,0,15,7,240,0,0,0,145,130,65,15,80,0,0,80,0,0,0,0,45,90,0,0,0,0,0,0,86,172,0,0,172,0,86,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,21,15,0,0,780,13,3,0,1501,2156,792,2099,9038,15586,189,Trojan_Banker,guerrilla
37277,5116,12892,25284,83576,5132,12078,10025,2052,4,1,5,1,2,9,26,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,23,0,0,0,0,3,0,1519,1665,1947,604,4278,10013,188,Trojan_Banker,marcher
39625,5264,12384,25352,84468,5280,13104,10084,3019,4,1,5,1,2,9,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,19,0,0,0,0,3,0,1502,1473,468,1411,4819,9673,188,Trojan_Banker,marcher
95717,42420,11560,39472,94044,43944,24419,19100,5318,34,1,5,1,4,31,32,8,34,3,0,1,0,0,18,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,133,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,140,0,0,0,0,23,0,7,0,0,0,0,3,0,1628,2884,913,10425,2514,18364,189,Trojan_Banker,faketoken
42064,3776,12208,29808,96440,3792,14245,11324,2920,11,1,5,1,2,12,29,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,8,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,21,0,0,0,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,14,0,6,0,0,5160,86,3,1,5156,1520,4178,2284,886,14024,189,Trojan_Banker,faketoken
34516,2560,12672,25040,78624,2572,13098,9943,3154,4,1,5,1,2,9,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,25,0,0,0,0,3,0,581,1523,1510,1753,5838,11205,189,Trojan_Banker,marcher
35736,3216,12604,25320,88448,3232,13105,10106,2998,4,1,5,1,2,9,27,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,22,0,0,0,0,3,0,1504,6377,1811,1542,635,11869,188,Trojan_Banker,marcher
75565,4292,10476,62696,93144,4484,29433,24009,5423,336,9,9,6,4,36,40,11,43,2,0,0,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,11,2,8,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,172,0,0,0,0,0,0,22,6,0,0,0,0,9,0,1,0,0,0,0,7,0,1512,1802,820,3291,6647,14072,189,Trojan_Banker,minimob
42481,1244,11160,35728,56616,1256,15565,12306,3258,31,2,6,3,2,13,31,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,8,0,0,0,0,2,8,4,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,1364,9,1278,11,2,0,1625,1255,465,1802,1537,6684,185,Trojan_Banker,bankbot
79887,32464,12208,33384,97204,34400,11758,8733,3024,7,0,5,1,4,15,29,12,27,0,0,1,6,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,132,116,2,0,1,0,1,1,1,32,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,32,0,172,0,0,0,0,0,0,0,0,0,0,0,0,48,0,16,0,0,0,0,7,0,1562,995,2928,4930,2628,13043,182,Trojan_Banker,minimob
42785,748,10112,36880,69904,756,14195,12199,1995,6,0,7,1,2,14,32,4,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,2,0,0,0,0,16,0,1,0,0,360,6,3,2,2094,2945,1517,2514,931,10001,194,Trojan_Banker,zitmo
51435,8824,11596,34240,75468,8840,15540,11973,3566,16,1,5,1,2,10,28,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,0,0,3,0,7040,1939,974,1223,2529,13705,187,Trojan_Banker,guerrilla
38246,5952,12688,25304,84116,5960,13104,10058,3045,4,1,5,1,2,9,26,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,0,0,0,0,3,0,1513,1533,441,5255,1474,10216,190,Trojan_Banker,marcher
147712,21912,10580,116556,84124,23040,78977,68841,10135,170,6,8,5,4,32,37,10,41,2,0,3,6,2,0,0,3,0,1,0,0,0,2,41,1,0,1,28,13,13,0,13,14,14,28,0,0,2,0,21,21,3,6,1,0,4,5,1,2,0,3,0,0,0,0,0,10,0,8,0,0,0,0,0,2,0,172,3,3,0,0,0,0,0,0,0,0,0,0,36,0,1,71338,52,1921,37,8,0,2615,18339,668,1619,1564,24805,192,Trojan_Banker,minimob
47149,7064,12048,32736,67312,7180,13141,10084,3056,28,2,5,1,2,10,25,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,27,8,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,55,0,18,27638,23,2003,29,4,1,2282,2212,1584,6685,916,13679,187,Trojan_Banker,zitmo
32291,3988,12268,23588,74032,4000,8927,5013,3913,0,0,4,0,2,2,23,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2820,2018,1205,2697,1579,10319,192,Trojan_Banker,marcher
27337,0,12140,23616,60900,8,8010,5042,2967,0,0,4,0,2,2,38,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1195,2627,1823,1506,12170,19321,191,Trojan_Banker,marcher
32545,3896,12444,23576,73956,3904,8951,4910,4040,0,0,4,0,2,2,28,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1513,2367,1377,4767,2093,12117,189,Trojan_Banker,marcher
34059,784,10968,29932,67596,788,8125,5845,2279,0,0,7,0,2,9,27,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1,2,2,2,0,2,0,0,2,0,0,3,2,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,480,12,720,12,5,3,962,3052,3416,1501,1854,10785,192,Trojan_Banker,gugi
36761,1996,12708,27452,90312,2012,18225,11117,7107,12,1,5,1,2,10,25,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,62,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,31,0,0,0,0,4,0,4110,1500,9244,5535,923,21312,186,Trojan_Banker,guerrilla
45020,3744,11940,32644,94628,3760,15657,12233,3423,34,2,11,6,2,18,43,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,0,0,0,16,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,15,0,3,0,0,0,0,5,3,3279,659,2100,3322,1518,10878,190,Trojan_Banker,svpeng
109975,5716,10660,94652,83044,6104,52140,42923,9216,246,11,8,5,4,26,35,8,33,2,0,0,6,2,0,0,0,0,1,0,0,0,2,56,1,0,1,39,16,16,0,16,22,22,39,0,0,2,0,12,11,2,6,1,0,1,1,1,2,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,2,0,172,0,0,0,0,0,0,0,0,0,0,0,0,48,0,1,0,0,0,0,8,0,8278,1782,2083,3162,570,15875,187,Trojan_Banker,minimob
104891,44360,12780,42352,96432,45896,24433,19232,5200,34,2,5,1,4,36,31,8,32,2,0,1,0,0,22,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,152,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,160,0,0,0,0,27,0,8,0,0,0,0,3,0,1592,791,7843,2137,2449,14812,188,Trojan_Banker,faketoken
94059,39160,11684,40988,104492,40660,24552,19368,5183,34,2,6,1,4,35,32,9,36,3,0,1,0,0,56,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,280,266,1,22,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,28,0,0,0,0,0,0,0,1,0,280,0,0,0,0,44,0,14,0,0,0,0,4,0,1193,1815,4175,6710,2965,16858,188,Trojan_Banker,faketoken
93549,10020,10488,58788,135964,10780,37819,28073,9745,134,4,7,4,4,31,35,10,37,2,0,2,15,5,7,0,1,2,2,3,1,0,8,38,0,6,6,1,0,0,0,37,1,1,1,10,2,14,0,45,52,11,18,2,2,32,23,10,0,8,0,2,0,1,0,0,3,0,44,0,28,14,5,0,4,0,0,1,1,1,0,0,0,4,42,0,0,0,0,18,6,2,199664,262,39056,289,5,0,1885,4025,3302,1505,896,11613,195,Trojan_Banker,minimob
