Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexFile_loadClass,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.media.MediaRecorder_start,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_info,Logcat_error,Logcat_warning,Logcat_debug,Logcat_verbose,Logcat_total,Process_total,Category,Family
30401,1784,11276,23636,76044,1788,7907,4893,3013,0,0,4,0,2,2,24,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,3,0,7226,3271,1548,1479,3470,16994,195,Trojan_SMS,jsmshider
39467,3304,11028,29032,93876,3320,14213,11891,2321,7,1,4,1,2,8,27,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,20,0,0,0,10,0,0,0,24,24,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,2880,48,3,0,1257,2705,3799,6183,1623,15567,187,Trojan_SMS,hipposms
103394,23592,11544,70852,66408,24224,67868,59261,8606,10,2,5,1,4,27,32,8,31,2,0,1,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,19,0,0,9,9,2,5841,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,4,0,1,0,0,0,0,3,0,2203,742,3147,1524,2148,9764,188,Trojan_SMS,opfake
43409,1300,11120,37320,72128,1304,7937,6129,1807,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,3,0,1517,4271,1011,2768,3863,13430,186,Trojan_SMS,fakeinst
39051,904,10324,34584,62984,908,9980,7057,2922,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,1,0,0,0,0,2,0,1006,1562,2020,3939,4839,13366,193,Trojan_SMS,fakeinst
48704,1152,10800,40404,87692,1164,10996,8965,2030,146,0,14,10,2,9,37,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,23,0,0,0,12,0,0,2,11,0,0,12,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,4830,39,4590,49,3,1,3340,3781,2290,1622,1035,12068,189,Trojan_SMS,fakeinst
46530,936,10136,41708,60264,940,12123,8165,3957,0,0,3,0,2,3,23,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,1,0,0,0,0,2,0,1562,3800,1978,2765,1063,11168,193,Trojan_SMS,fakeinst
63228,9380,10876,43004,90976,10348,25213,19356,5856,191,5,10,6,5,27,39,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,7,0,1,0,0,0,0,3,0,3093,654,1683,3065,1959,10454,189,Trojan_SMS,boxer
30936,3240,11444,22848,65392,3252,7890,4815,3074,0,0,2,0,2,2,22,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6830,1546,2822,3579,1519,16296,190,Trojan_SMS,opfake
114140,28272,11988,75264,80068,29392,27350,21222,6127,26,2,6,3,4,33,34,8,32,2,0,3,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,28,33,0,2,9,6,10,13054,6,12,6,0,0,0,0,0,0,0,3,2,2,14,0,2,0,0,0,0,0,0,0,0,0,6,0,0,20,0,0,0,0,0,6,0,1,12652,36,4796,47,4,0,1559,2240,3078,2015,650,9542,191,Trojan_SMS,opfake
110765,28396,11784,72828,84700,29764,29522,24424,5097,72,6,10,6,4,49,39,12,52,3,0,6,0,0,68,0,0,6,0,3,0,2,0,0,1,15,15,0,14,15,0,0,0,0,0,0,15,0,0,8,0,32,31,19,8,0,0,123,63,26,82,2,0,0,0,0,0,0,0,6,0,0,1,0,2,0,0,0,0,0,0,0,0,0,15,0,0,32,0,0,0,0,0,24,0,1,530814,666,70204,601,4,1,3513,2696,771,2920,1561,11461,192,Trojan_SMS,fakeinst
40688,5232,12272,26308,85680,5248,13114,9605,3508,12,1,4,1,2,7,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,4,13,2,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,4,0,1662,843,7193,3589,3134,16421,186,Trojan_SMS,fakeinst
94695,33768,10688,48784,89436,35284,31471,27028,4442,113,3,8,4,4,34,40,10,40,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,0,14,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,20,0,0,0,0,0,13,0,1,0,0,0,0,4,0,745,3267,1516,1919,2371,9818,190,Trojan_SMS,fakeinst
46236,4036,10384,36452,71736,4040,10091,6781,3309,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,38,0,4,0,0,0,0,3,0,1576,4626,748,2359,3082,12391,188,Trojan_SMS,vietsms
132684,28588,11024,94184,93320,30088,41373,31227,10145,47,1,5,1,4,42,41,18,43,3,0,4,0,0,5,0,0,4,0,3,0,0,0,0,26,12,9,0,9,2,9,9,2,11,0,0,7,0,0,0,0,27,29,0,0,0,3,401,203,4,0,0,1,6,0,0,0,0,0,9,6,0,5,0,2,0,0,0,0,0,0,0,0,0,1,0,4,22,0,0,0,0,0,6,0,1,0,0,0,0,5,1,1658,2212,2554,1253,1653,9330,186,Trojan_SMS,<unknown>
89670,24844,11324,55432,84996,26244,34666,27126,7539,263,4,4,5,4,24,33,8,32,2,0,3,0,0,9,0,0,5,0,1,0,0,0,2,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,16,15,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,31,31,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,6,0,1,871126,919,54524,846,3,0,4205,1965,718,2454,1596,10938,190,Trojan_SMS,fakeinst
113820,28388,12468,74940,77844,29576,27391,21199,6191,32,4,7,4,4,34,33,8,31,2,0,4,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,30,37,0,0,16,16,14,16931,8,16,8,0,0,0,0,0,0,0,4,3,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,7,0,1,3079,31,5506,32,4,0,647,2598,1540,1998,1609,8392,188,Trojan_SMS,opfake
34292,3272,11072,24516,87232,3288,7959,5448,2510,4,1,6,1,2,8,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,4,1,791,1522,2069,10695,3591,18668,190,Trojan_SMS,podec
73941,2780,10732,63652,76284,2796,13224,9413,3810,44,3,8,4,2,17,33,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3581,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,34,0,0,0,0,0,17,0,1,0,0,0,0,3,0,1788,2198,3133,3913,643,11675,192,Trojan_SMS,fakeinst
47035,604,10168,42352,62832,612,14343,11881,2461,0,0,4,0,2,7,25,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,21,0,0,0,10,0,0,0,2,1,1,0,2,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,7,0,1,800,20,14800,300,4,1,1513,1696,4813,767,3095,11884,190,Trojan_SMS,smsbot
166901,15776,10552,143108,81380,16580,43633,36728,6904,455,4,12,9,4,42,41,14,56,2,15,10,0,0,12,0,10,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,28,27,0,14,0,0,446,232,0,0,0,17,0,17,0,0,0,0,22,60,45,2,0,2,0,0,0,0,63,63,0,0,8,0,0,0,20,0,0,0,0,0,12,3,1,398061,566,87101,576,5,0,2282,1613,2181,1513,2539,10128,194,Trojan_SMS,plankton
112831,38932,12596,59632,101404,40672,34164,25398,8765,44,4,7,4,4,43,36,12,47,3,0,4,0,0,72,0,0,8,0,6,1,3,0,0,1,6,6,0,5,6,0,0,0,0,0,0,6,0,0,10,0,59,58,11,6,0,0,119,61,29,70,0,9,0,0,0,0,0,0,8,0,0,1,0,4,0,0,0,0,0,0,0,0,0,6,6,0,56,0,0,0,0,0,19,0,2,498750,582,77269,512,6,1,1588,749,3364,2821,2725,11247,193,Trojan_SMS,fakeinst
93567,37732,10712,43536,94100,39296,27351,21843,5507,74,2,6,2,5,28,32,9,36,2,0,2,0,0,0,0,13,0,0,4,0,0,0,0,1,4,0,0,0,2,2,2,0,2,0,0,2,0,0,0,0,76,76,0,2,44,44,29,33,0,0,0,13,0,0,0,0,0,0,30,1,0,0,0,8,0,0,4,0,13,13,0,0,0,0,0,26,14,0,0,0,0,0,34,0,4,73275,57,2529,44,3,0,3376,2694,1092,3612,1522,12296,188,Trojan_SMS,plankton
46164,5776,10076,33076,74940,5784,14195,11537,2657,6,0,4,1,3,7,26,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,5,9324,65,9858,72,3,0,2152,5235,994,3008,1523,12912,188,Trojan_SMS,opfake
43279,4244,13160,30528,87140,4260,17273,12634,4638,17,2,4,1,2,11,26,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,7,7759,49,5590,75,3,0,3148,3570,963,1494,3292,12467,188,Trojan_SMS,fakeinst
71977,2752,11032,62528,75832,2764,15767,11666,4100,41,1,7,3,2,9,30,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,7226,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,3,0,2874,1689,5904,627,1648,12742,192,Trojan_SMS,fakeinst
38814,3932,12260,29788,65208,3940,7918,5041,2876,0,0,4,0,2,2,24,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,22,0,0,0,0,3,0,1516,4171,3337,1530,2553,13107,190,Trojan_SMS,fakeinst
31354,2048,12936,24116,68936,2060,8943,4983,3959,0,0,4,0,2,2,23,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,3,0,1574,7983,3028,4515,1562,18662,188,Trojan_SMS,fakeinst
