Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexFile_loadClass,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.media.MediaRecorder_start,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_warning,Logcat_verbose,Logcat_debug,Logcat_error,Logcat_info,Logcat_total,Process_total,Category,Family
29983,1468,12788,23280,77352,1484,7907,4792,3114,0,0,1,0,2,2,23,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2640,3265,3690,141,1287,11023,192,Trojan_SMS,fakeinst
31634,2972,12708,24012,73600,2984,7899,4885,3013,0,0,4,0,2,2,23,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,9428,15,1446,19,2,0,1469,2313,140,7846,3546,15314,190,Trojan_SMS,fakeinst
107354,38004,10520,55276,106308,39856,29035,23695,5339,89,3,6,2,4,42,39,10,40,4,1,4,0,0,0,0,44,22,0,63,0,0,0,0,0,220,0,0,43,88,88,89,177,21,21,65,0,0,22,0,423,447,0,44,0,0,900,510,0,0,0,44,0,0,0,0,0,0,153,21,0,0,0,42,0,0,0,0,44,44,0,0,0,0,0,0,484,0,0,0,0,0,129,0,21,1723297,1386,63728,1058,2,1,3499,90,2817,771,5557,12734,192,Trojan_SMS,plankton
104475,32956,10736,62172,94832,34364,11904,8812,3091,8,0,5,1,4,15,28,7,28,0,0,1,0,0,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,35,38,0,0,6,4,8,12519,5,10,4,0,0,0,0,0,0,0,3,2,0,10,0,4,0,0,0,0,0,0,0,0,0,2,0,0,20,0,0,0,0,0,7,0,2,1134,10,858,10,3,0,791,1787,1663,2642,144,7027,191,Trojan_SMS,opfake
31293,2128,12656,23972,76284,2140,7915,4804,3110,0,0,4,0,2,2,23,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,2,0,157,2059,5747,1429,3478,12870,193,Trojan_SMS,<unknown>
88314,36508,11696,39944,108260,38140,22389,19102,3286,30,2,4,1,4,28,33,7,28,3,0,1,0,0,6,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,67,0,0,96,51,0,0,0,0,0,0,0,0,0,0,0,0,6,45,45,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,16,0,5,433293,540,53076,570,2,0,595,3136,1887,3017,298,8933,193,Trojan_SMS,fakeinst
103712,23396,13148,71116,90372,24416,40835,26898,13936,59,5,9,5,4,49,39,12,55,3,0,5,0,0,50,0,0,5,0,1,1,1,0,0,0,12,12,11,12,0,0,0,0,0,0,12,0,0,8,0,35,41,15,6,0,0,0,0,19,62,0,12,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,30,0,0,0,0,0,19,0,1,210320,337,50540,355,4,1,730,2557,3716,2357,158,9518,192,Trojan_SMS,fakeinst
29810,1384,12712,23516,74820,1396,8935,4786,4148,0,0,1,0,2,2,23,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,134,2129,4734,1454,3362,11813,195,Trojan_SMS,fakeinst
41634,5028,12088,29232,92376,5076,13311,10101,3209,24,2,5,2,2,9,28,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,4,13,2,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,11,18810,117,17016,178,3,0,2457,3232,273,7657,658,14277,193,Trojan_SMS,fakeinst
90135,25404,10692,55924,95716,26620,32234,23752,8481,108,0,6,2,4,30,34,10,40,3,0,2,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,0,14,0,0,0,0,0,0,0,2,0,0,0,0,1,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,16,0,1,0,0,0,0,2,0,1242,1792,3198,116,3323,9671,194,Trojan_SMS,opfake
34031,3224,11296,25224,79836,3236,7913,5200,2712,0,0,4,0,2,3,25,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,2,0,142,1292,2250,4306,3720,11710,193,Trojan_SMS,jsmshider
39236,4004,10896,28732,96380,4016,14265,12165,2099,48,1,5,2,2,9,27,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,10400,90,12849,106,2,0,6098,2106,912,116,5669,14901,193,Trojan_SMS,opfake
30409,1644,11440,23592,75804,1656,7920,4953,2966,0,0,4,0,2,2,23,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,2,0,2463,5781,134,1990,1030,11398,191,Trojan_SMS,fakeinst
46694,2112,11080,37948,91640,2212,19279,14985,4293,267,9,9,5,2,25,33,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,1,0,0,0,0,2,0,2782,305,1721,3266,684,8758,193,Trojan_SMS,boxer
112135,36472,10048,66728,70552,37816,11825,8700,3124,8,0,5,1,4,14,29,6,25,0,0,1,0,0,21,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92,97,0,0,15,15,15,12974,35,32,10,0,0,0,0,0,0,0,6,12,0,16,0,10,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,31,0,5,0,0,0,0,3,1,1906,2722,832,143,1841,7444,192,Trojan_SMS,opfake
31222,1936,13076,24068,74928,1940,7908,4816,3091,0,0,4,0,2,2,24,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,2,0,765,2660,1597,120,2329,7471,191,Trojan_SMS,jsmshider
43020,2772,11076,34372,79840,2784,11980,8094,3885,48,4,5,2,2,11,31,6,25,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,4,4,8,4,2,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,8742,70,7438,86,3,0,141,2317,1277,1336,509,5580,191,Trojan_SMS,vietsms
51944,2984,10252,43196,74704,2992,12110,9074,3035,0,0,3,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,2,0,0,0,0,2,0,697,1528,157,3600,5484,11466,193,Trojan_SMS,fakeinst
46413,2648,10236,38912,70864,2656,12081,7642,4438,0,0,3,0,2,3,23,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,2,0,0,0,0,2,0,2917,591,2321,1573,172,7574,193,Trojan_SMS,fakeinst
42087,4732,10740,29932,99064,4748,14455,13014,1440,49,1,5,2,2,9,26,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,4,20500,78,8000,99,2,0,4167,145,2074,1013,9968,17367,192,Trojan_SMS,fakeinst
108973,25156,11996,74804,88000,25776,25403,20719,4683,27,4,6,3,4,36,34,8,31,2,0,3,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28,33,0,0,9,9,10,13327,6,12,6,0,0,0,0,0,0,0,3,2,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,5,0,1,2268,20,3192,22,3,0,130,1640,2539,841,1938,7088,194,Trojan_SMS,opfake
108603,22616,11788,75432,86784,23816,23626,16761,6864,38,3,7,4,4,37,34,7,30,2,0,4,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28,33,0,2,9,9,10,17520,7,14,6,0,0,0,0,0,0,0,4,2,0,15,0,2,0,0,0,0,0,0,0,0,0,6,0,0,20,0,0,0,0,0,6,0,1,2835,25,3500,25,3,0,2857,160,1842,2085,572,7516,190,Trojan_SMS,opfake
93283,36348,10644,46716,105168,38024,24502,19149,5352,10,2,6,2,4,29,33,10,40,2,0,1,0,0,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,5,0,82,82,9,0,4,348,0,0,9,18,0,0,0,0,0,0,0,0,5,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,17,0,4,0,0,2580,43,3,1,1976,733,4394,100,6049,13252,193,Trojan_SMS,smsbot
59939,4200,10820,44252,113884,5020,26531,20226,6304,335,14,11,8,5,33,44,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,9,0,1,676,4,301,5,2,0,3476,671,284,2004,2627,9062,192,Trojan_SMS,boxer
118389,37028,9916,70476,77444,39140,12247,9006,3240,8,0,4,1,4,16,32,7,28,0,0,1,0,0,22,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92,100,0,0,18,18,16,8854,42,36,12,0,0,0,0,0,0,0,6,13,0,18,0,8,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,26,0,4,0,0,0,0,3,0,152,2419,641,2117,1546,6875,191,Trojan_SMS,opfake
39959,860,10284,34952,67944,864,10046,6974,3071,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1,0,0,0,0,2,0,902,1428,4017,151,2827,9325,195,Trojan_SMS,fakeinst
