Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexFile_loadClass,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_verbose,Logcat_info,Logcat_debug,Logcat_error,Logcat_warning,Logcat_total,Process_total,Category,Family
39633,6552,12508,26152,83572,6560,13135,9960,3174,7,1,5,1,2,9,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,17,0,0,0,0,3,0,3836,1510,6239,1274,2610,15469,187,Backdoor,hiddad
50285,7292,11456,34752,70604,7428,13276,10514,2761,15,1,6,1,2,12,30,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,21,0,3,0,0,0,0,4,1,666,3447,1773,2329,4269,12484,186,Backdoor,androrat
27537,364,9128,21376,57876,372,7084,5332,1751,0,0,4,0,2,4,24,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,2388,8,1241,10,4,1,1322,1520,649,1505,3650,8646,193,Backdoor,hiddad
31362,2264,13000,23992,68784,2280,7899,4824,3074,0,0,4,0,2,2,23,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,0,0,0,0,3,0,1541,3082,1686,8215,4546,19070,190,Backdoor,kmin
52809,5872,11744,37248,78192,6032,16055,11776,4278,59,7,6,1,2,17,31,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,19,0,4,0,0,0,0,3,1,760,3355,1790,2452,4031,12388,190,Backdoor,androrat
43442,4896,12272,32192,66008,4912,13139,10228,2910,8,2,7,2,2,12,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,29,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,29,0,0,0,0,3,1,2469,3710,989,3428,1518,12114,193,Backdoor,dendroid
35714,5596,9536,17960,66932,5604,5417,3945,1471,0,0,4,0,2,3,23,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,20,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,3,1,6526,1468,2205,1507,3430,15136,190,Backdoor,mobby
46764,3644,11456,35888,67972,3780,13239,6324,6914,15,1,6,1,2,10,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,23,0,8,0,0,2160,36,3,1,1557,1113,2298,2652,7874,15494,190,Backdoor,androrat
55987,4748,10948,43844,90960,4764,8405,6061,2343,4,1,5,1,2,8,27,3,12,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,202,101,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,10,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,21152,66,9093,72,4,1,2571,1543,882,16254,3934,25184,190,Backdoor,fobus
34596,2364,12924,26724,78384,2376,8010,5199,2810,0,0,1,0,2,2,22,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,3,0,1969,8213,5055,1592,3384,20213,190,Backdoor,fobus
43408,3932,11932,32984,67980,3948,13131,10238,2892,4,1,6,1,2,10,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,18,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,19,0,0,0,0,2,1,1461,1575,1505,620,4748,9909,193,Backdoor,dendroid
98504,5748,10584,83440,98820,5764,22238,14199,8038,5,1,14,1,2,13,36,6,26,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34,0,21,24,0,54,0,0,135,96,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0,4,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,20193,42,5641,44,4,10,6577,964,1511,2918,2933,14903,190,Backdoor,<unknown>
59385,228,11264,54760,70640,232,8964,5036,3927,0,0,2,0,2,2,22,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8938,13410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1451,1513,1410,539,1968,6881,186,Backdoor,fobus
33263,2580,12860,25292,73404,2592,9033,5152,3880,0,0,1,0,2,2,22,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,0,3,0,1737,8627,4345,1542,2920,19171,188,Backdoor,fobus
38804,4760,12856,26492,87488,4776,13098,9989,3108,4,1,6,1,2,10,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,22,0,0,0,0,3,1,1502,6222,2132,604,1738,12198,191,Backdoor,dendroid
44456,7512,12164,29900,87728,7532,15727,11768,3958,19,1,6,1,2,12,27,5,20,0,0,0,142,48,0,0,0,0,0,90,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,68,70,0,182,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,114,0,8,0,0,0,0,3,1,1519,3437,2617,5139,3913,16625,190,Backdoor,mobby
42499,3124,11760,32712,75596,3136,9143,5974,3168,15,1,6,1,2,10,27,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,26,0,8,0,0,2280,38,3,1,675,1834,11961,1342,1916,17728,189,Backdoor,androrat
69394,5084,10704,52632,78868,9176,23807,18762,5044,244,12,5,2,2,16,36,6,25,0,0,0,36,12,0,0,0,0,0,0,0,0,0,4,0,10,24,0,0,0,8,0,0,0,16,16,0,0,8,4,0,0,0,1,2,0,4,0,0,44,42,38,27,0,0,4,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,14,0,1,2107,12,4619,15,4,0,591,1481,2280,2832,2279,9463,189,Backdoor,hiddad
65350,6288,11252,46988,94792,9736,21808,17642,4165,29,2,5,1,2,13,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,0,2,2,8,0,31,31,0,31,1,1,8,0,0,0,0,9,18,0,0,0,0,92,18134,16,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,84,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16,0,8,0,0,540,9,3,0,2345,4076,1665,874,6114,15074,188,Backdoor,droidkungfu
35485,1144,10976,30212,67304,1148,10178,6984,3193,0,0,4,0,2,4,24,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,2369,8,1253,10,4,1,3077,1520,5023,2722,723,13065,189,Backdoor,hiddad
34047,972,11040,29788,63652,976,10141,6612,3528,0,0,4,0,2,4,24,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,442,10,1333,12,4,1,2773,2929,2576,1528,1280,11086,194,Backdoor,hiddad
38439,5248,12796,26580,77028,5264,13114,10056,3057,4,1,6,1,2,10,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,23,0,0,0,0,3,1,1511,2206,6938,621,1945,13221,188,Backdoor,dendroid
50404,7036,11444,34824,76836,7260,13276,10487,2788,15,1,6,1,2,13,30,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,4,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,17,0,4,0,0,0,0,4,1,4050,2509,3057,764,1798,12178,187,Backdoor,androrat
92714,30464,10628,49372,113440,33512,19652,17238,2414,60,2,4,1,4,25,34,13,39,4,0,0,243,81,0,0,0,0,0,0,21,19,0,8,0,13,302,0,0,0,100,0,0,0,202,202,0,0,100,0,0,0,0,250,229,0,0,112,112,549,349,262,228,0,0,108,0,40,0,0,0,0,21,0,0,31,3,0,0,42,0,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,171,0,21,3631,19,28989,376,3,0,8860,5192,1616,4601,1786,22055,190,Backdoor,hiddad
39805,4680,12508,26596,86520,4696,13114,10003,3110,4,1,6,1,2,10,27,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,18,0,0,0,0,3,1,5632,1520,1587,715,1751,11205,189,Backdoor,dendroid
105209,41912,10788,49820,102812,43652,29413,24762,4650,32,1,8,2,4,45,40,11,41,4,0,2,0,0,32,0,0,15,0,0,10,11,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,283,308,14,22,2,2,76,54,25,26,22,0,4,0,7,0,0,0,22,15,0,0,0,0,6,0,21,0,0,1,4,0,0,0,0,0,0,232,0,0,0,0,0,0,44,31,11,2536,18,4564,23,6,3,3356,3563,2512,1675,1506,12612,190,Backdoor,moavt
