Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SMS_android.telephony.SmsManager_sendTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_error,Logcat_warning,Logcat_info,Logcat_debug,Logcat_verbose,Logcat_total,Process_total,Category,Family
90169,22224,10968,59740,95664,23568,36638,31324,5313,296,1,5,0,4,25,34,14,62,2,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,26,25,18,0,0,0,0,0,19,0,0,0,2,0,0,0,0,0,23,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,1,0,0,0,0,4,1,2274,726,2516,1669,185,7370,192,Trojan_Banker,svpeng
35490,4732,12440,25076,83364,4748,13083,9918,3164,4,1,5,1,2,9,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,25,0,0,0,0,2,0,112,2615,692,2477,9086,14982,192,Trojan_Banker,marcher
40900,3316,11900,29916,95184,3332,14240,11273,2966,11,1,5,1,2,11,28,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,6,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,19,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,11,0,5,0,0,5040,84,2,1,4755,102,2059,604,4950,12470,192,Trojan_Banker,faketoken
41107,5668,12376,28732,91072,5696,15283,11517,3765,25,3,8,2,2,14,31,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,72,0,0,0,5,0,0,0,0,0,16,0,144,0,0,72,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,16,0,0,0,0,3,2,703,687,3365,1999,3965,10719,190,Trojan_Banker,svpeng
46225,6580,11888,32960,75944,6632,13159,10274,2884,28,2,5,1,2,9,25,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,58,0,19,16232,18,1442,22,3,1,3698,975,4530,2812,268,12283,190,Trojan_Banker,zitmo
93821,39176,12700,42052,106956,40776,24428,18884,5543,34,2,5,1,5,34,31,13,36,2,0,1,0,0,20,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,152,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,9,0,0,0,0,16,0,0,0,0,0,0,0,0,0,160,0,0,0,25,0,8,0,0,0,0,2,0,1991,546,217,2103,6242,11099,192,Trojan_Banker,faketoken
91752,22724,10928,60496,92640,24144,36810,29804,7005,268,1,5,0,4,24,34,14,67,2,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,24,23,26,0,0,0,0,0,27,0,0,0,2,0,0,0,0,0,31,26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,1,0,0,0,0,3,1,2649,2531,185,1699,835,7899,192,Trojan_Banker,svpeng
151870,23284,10696,118848,99228,24684,75693,66276,9416,156,9,7,4,4,31,36,8,32,2,0,2,6,2,0,0,4,0,1,0,0,0,0,50,0,0,0,38,12,12,0,12,26,26,38,0,0,2,0,21,21,2,2,1,0,4,5,1,2,0,4,0,0,0,0,0,0,0,8,0,0,0,0,2,0,172,4,4,0,0,0,0,0,0,0,0,0,44,0,1,0,0,0,0,7,0,2750,2143,10900,653,340,16786,191,Trojan_Banker,minimob
83832,28156,10736,47708,93720,29664,31267,25537,5729,50,4,11,4,4,34,48,11,46,3,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,20,19,6,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,2,0,0,0,5,2,0,0,0,0,0,0,0,0,12,20,0,0,0,7,0,1,0,0,0,0,4,4,1080,530,1006,2129,105,4850,194,Trojan_Banker,svpeng
82938,14784,10912,58960,110584,15396,36857,30274,6582,296,1,5,0,4,23,34,13,63,2,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,24,23,22,0,0,0,0,0,23,0,0,0,2,0,0,0,0,0,27,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,1,0,0,0,0,3,1,134,768,1953,2804,2632,8291,193,Trojan_Banker,svpeng
74303,31760,10800,31828,97452,33924,10561,8569,1991,7,0,5,1,4,15,29,12,26,0,0,1,6,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,118,104,2,0,1,0,1,1,1,30,0,0,0,0,0,0,0,0,0,15,0,0,0,0,28,0,172,0,0,0,0,0,0,0,0,0,0,0,42,0,14,0,0,0,0,6,0,168,1020,1703,4791,2353,10035,190,Trojan_Banker,minimob
42205,3476,11408,31436,79832,3504,15193,11178,4014,28,2,5,1,2,11,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,14,0,0,0,0,2,0,5142,112,2190,2290,600,10334,190,Trojan_Banker,zitmo
90333,22540,10932,59972,77400,23884,36870,29576,7293,294,1,5,0,4,26,34,14,66,2,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,26,25,24,0,0,0,0,0,25,0,0,0,2,0,0,0,0,0,30,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,1,0,0,0,0,4,1,2674,2554,198,758,1700,7884,192,Trojan_Banker,svpeng
92511,22504,10964,60868,100156,23852,38989,31781,7207,296,1,5,0,4,24,34,13,65,2,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20,19,26,0,0,0,0,0,27,0,0,0,2,0,0,0,0,0,31,26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,1,0,0,0,0,3,1,801,2537,2621,191,1678,7828,193,Trojan_Banker,svpeng
31094,3108,12204,23512,74788,3112,8925,4896,4028,0,0,4,0,2,2,22,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,981,2766,1201,644,127,5719,189,Trojan_Banker,marcher
30556,2268,12592,23480,72492,2280,8926,4883,4042,0,0,4,0,2,2,23,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1258,2536,2352,169,7178,13493,193,Trojan_Banker,marcher
32426,1524,11076,24852,89972,1536,7988,5797,2190,7,0,5,1,2,8,27,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,0,1656,171,3985,744,2906,9462,191,Trojan_Banker,minimob
94898,40204,12696,42224,105588,41860,24486,19307,5178,34,2,5,1,4,32,33,8,34,3,0,1,0,0,19,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,136,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,140,0,0,0,25,0,8,0,0,0,0,2,0,2550,2194,263,6577,714,12298,192,Trojan_Banker,faketoken
98919,4716,10792,86408,97048,4932,46324,35525,10798,320,13,6,3,4,25,33,8,31,2,0,0,6,2,0,0,0,0,1,0,0,0,0,42,0,0,0,33,9,9,0,9,24,24,33,0,0,2,0,12,11,2,2,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,172,0,0,0,0,0,0,0,0,0,0,0,38,0,1,0,0,0,0,7,0,2925,6597,350,563,2044,12479,192,Trojan_Banker,minimob
33758,2628,12612,25376,85336,2648,13106,10094,3011,8,2,6,2,2,11,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,26,0,0,0,0,2,3,862,2678,2950,7533,111,14134,192,Trojan_Banker,marcher
42276,2844,12624,31080,99728,2980,15793,11765,4027,60,2,5,2,3,16,29,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,76,0,0,59,0,0,0,0,0,0,0,0,72,0,0,0,36,0,30,162882,293,31061,313,2,0,4840,176,3436,8974,1095,18521,193,Trojan_Banker,guerrilla
71314,3192,10632,56700,110000,3324,24588,18042,6545,128,1,4,1,5,21,31,37,58,0,0,0,6,2,0,0,0,0,0,1,2,0,0,10,15,0,15,3,1,1,2,7,7,7,3,12,0,2,1,8,16,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,8,10,3,0,0,20,0,1,0,0,0,0,4,0,1249,631,122,6819,1139,9960,198,Trojan_Banker,minimob
92839,38212,12624,41880,108208,39792,24468,19260,5207,34,2,5,1,4,31,33,8,34,3,0,1,0,0,21,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,152,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,9,0,0,0,0,16,0,0,0,0,0,0,0,0,0,160,0,0,0,25,0,8,0,0,0,0,2,0,2263,4128,2879,718,264,10252,193,Trojan_Banker,faketoken
71865,15016,10904,48920,98316,16192,33940,27417,6522,294,1,5,0,4,18,36,10,41,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18,17,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,1,0,0,0,0,3,1,1930,2582,180,908,2773,8373,191,Trojan_Banker,svpeng
86544,19508,10900,58924,98812,20676,36942,29494,7447,296,1,5,0,4,24,34,14,69,2,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,24,23,26,0,0,0,0,0,27,0,0,0,2,0,0,0,0,0,31,26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,1,0,0,0,0,3,1,2454,184,2608,1675,838,7759,191,Trojan_Banker,svpeng
30158,1836,12372,23556,76768,1844,7929,4939,2989,0,0,4,0,2,2,28,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1320,4800,2046,2053,122,10341,194,Trojan_Banker,marcher
44222,4872,11484,31948,77024,4996,15288,11493,3794,56,4,6,2,2,15,26,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,13,0,0,0,0,2,0,109,721,2777,2367,8338,14312,190,Trojan_Banker,zitmo
41294,4820,11960,29264,92548,4836,14262,11374,2887,15,1,6,2,2,11,29,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,11,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,21,0,0,0,9,0,0,0,0,0,0,0,0,18,0,0,0,20,0,9,0,0,4920,82,2,1,4111,4969,693,1980,100,11853,192,Trojan_Banker,faketoken
40452,4028,11956,29296,92312,4044,14234,11212,3021,11,1,5,1,2,12,28,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,12,0,9,18,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,22,0,0,0,9,0,0,0,0,0,0,0,0,18,0,0,0,19,0,9,0,0,5220,87,2,1,5061,2129,5302,858,119,13469,189,Trojan_Banker,faketoken
36021,4816,12812,25072,83464,4828,13098,9975,3122,4,1,5,1,2,9,26,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,26,0,0,0,0,2,0,784,2629,7693,112,2922,14140,191,Trojan_Banker,marcher
41988,5296,12280,29372,93436,5312,14230,11288,2941,11,1,5,1,2,12,28,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,26,0,25,50,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,33,0,0,0,25,0,0,0,0,0,0,0,0,50,0,0,0,51,0,25,0,0,5340,89,2,1,3432,2010,5456,789,101,11788,191,Trojan_Banker,faketoken
