Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexFile_loadClass,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_warning,Logcat_error,Logcat_info,Logcat_debug,Logcat_verbose,Logcat_total,Process_total,Category,Family
138251,34400,8456,84460,94464,34592,71189,64789,6399,58,3,6,1,2,29,32,13,52,0,2,0,0,0,0,0,0,0,0,0,14,146,182,0,0,0,61,0,0,8,8,0,14,14,53,68,0,0,8,0,0,14,0,58,116,11,0,237,237,517,887,76,14,0,8,30,0,0,0,0,0,0,21,0,0,286,33,7,0,14,0,0,0,34,38,0,0,0,0,0,14,0,0,9,0,22,0,7,519912,765,107788,811,6,2,3130,798,4719,136,3277,12060,191,Backdoor,hiddad
49849,6392,11392,36732,78864,6552,13865,11397,2467,39,5,6,1,2,19,31,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,17,0,4,0,0,0,0,3,1,2158,606,434,5917,3101,12216,191,Backdoor,androrat
69462,4520,10668,53624,99392,8624,24359,19840,4518,181,13,6,3,2,21,40,15,32,0,0,0,36,12,0,0,0,0,0,0,0,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,4,0,0,0,2,4,0,4,0,0,43,41,38,27,0,0,4,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,6,0,0,0,0,4,0,0,0,0,15,0,1,1201,12,5274,13,3,0,761,3426,2952,113,2461,9713,190,Backdoor,hiddad
57179,5472,10852,45088,92656,5488,12558,10722,1835,4,1,5,1,2,8,27,4,18,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,236,0,0,0,0,0,0,0,224,112,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,10,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,24560,74,9578,80,2,1,132,755,4044,8321,1977,15229,191,Backdoor,fobus
73027,24768,8792,33148,80840,24968,21329,17973,3355,45,3,7,1,3,29,32,13,52,2,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,11,0,0,0,1,0,0,0,10,10,0,0,1,0,0,28,0,50,100,9,0,39,39,76,56,9,0,0,9,48,0,0,0,0,0,0,8,0,0,153,10,1,0,0,0,0,0,34,28,0,0,2,0,0,16,0,0,11,0,49,0,8,49575,300,73898,355,5,4,2733,3363,1110,6262,256,13724,191,Backdoor,hiddad
52221,6184,11180,39036,79984,6228,16223,12408,3814,57,7,7,2,2,21,34,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,3,0,0,0,0,3,1,12631,3095,370,2611,771,19478,191,Backdoor,androrat
101671,10160,10012,80840,76916,13408,21217,16722,4494,52,2,5,1,2,15,31,9,28,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,0,0,36,0,0,0,24,0,24,12,0,12,0,0,12,0,0,3,0,30,60,0,0,708,354,11,11,17,14,8,0,6,0,10,0,0,0,0,0,0,0,21,0,7,0,0,0,0,0,1062,0,0,0,0,0,0,0,0,0,0,0,32,0,3,6868,60,15817,172,4,1,112,522,1193,6663,2223,10713,191,Backdoor,hiddad
47608,3520,12308,37296,89916,3536,8071,5983,2087,4,1,5,1,2,7,27,3,14,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,160,80,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,10,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,16941,56,7665,61,3,1,7740,572,3183,1896,136,13527,192,Backdoor,fobus
79496,28032,11956,41708,110272,29312,22431,19093,3337,25,2,5,2,4,25,34,14,40,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,196,196,1,0,0,0,0,0,18,0,36,18,0,0,0,0,0,0,36,18,0,0,18,0,25,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,19,22151,68,10787,86,3,0,277,4293,4491,2802,2212,14075,196,Backdoor,droidkungfu
68500,3688,10720,53512,97604,7612,24146,19842,4303,198,8,6,3,2,22,37,16,36,0,0,0,53,19,0,0,0,0,0,0,0,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,9,0,0,0,2,4,0,0,0,0,61,65,57,36,0,0,4,0,5,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,6,6,0,0,0,0,2,0,0,0,0,13,0,1,1124,12,5081,12,3,0,2908,3172,722,113,3374,10289,191,Backdoor,hiddad
97843,34404,10620,50772,110168,38032,19725,16923,2801,30,1,4,1,4,22,35,14,43,3,0,0,198,66,0,0,0,0,0,0,21,21,0,2,0,3,245,0,0,0,77,0,0,0,169,169,0,0,77,0,0,0,0,238,217,0,0,591,591,427,263,198,172,0,0,82,0,22,0,0,0,0,21,0,0,26,1,0,0,42,0,0,0,0,41,41,0,0,0,0,0,0,0,0,0,145,0,21,679,7,19772,273,2,0,422,2268,2938,5241,874,11743,190,Backdoor,hiddad
148559,38964,10572,93136,114016,44984,64037,56736,7300,416,7,11,8,4,48,40,16,65,2,0,6,12,4,8,0,0,4,0,0,2,0,0,0,0,10,189,0,0,3,11,2,4,4,172,176,0,0,10,69,1,0,0,46,46,0,22,4,4,12,57,21,0,0,0,8,1,4,2,10,0,0,15,0,0,66,51,33,0,5,0,0,0,4,3,3,0,0,0,0,40,0,0,0,0,32,1,2,6779629,4997,126044,2622,4,0,2072,2937,110,3262,963,9344,195,Backdoor,hiddad
72033,15720,8536,42216,91796,16020,22388,18287,4100,79,3,7,2,2,22,31,14,54,0,1,0,0,0,2,0,0,8,0,0,8,59,112,0,0,0,11,0,0,0,1,0,0,0,10,10,0,0,1,0,0,14,0,54,89,13,0,145,145,159,550,82,10,0,8,26,0,0,0,0,0,0,19,0,0,218,12,6,0,7,0,0,0,30,34,3,0,0,0,0,30,0,0,11,1,12,0,5,55991,325,84120,398,5,2,2070,829,104,3319,3494,9816,194,Backdoor,hiddad
58409,5184,10860,46656,93368,5200,15020,11064,3955,4,1,5,1,2,9,27,4,16,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,232,0,0,0,0,0,0,0,248,124,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7,0,0,10,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,28560,84,11075,91,2,1,783,122,3567,2102,12282,18856,191,Backdoor,<unknown>
34509,2412,12596,26776,79148,2424,8010,5084,2925,0,0,1,0,2,2,22,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,154,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,0,0,0,2,0,3805,5949,1469,185,2672,14080,194,Backdoor,fobus
57094,5240,10920,45200,93684,5256,12663,10852,1810,4,1,5,1,2,9,27,4,18,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,224,0,0,0,0,0,0,0,244,122,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7,0,0,10,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,28560,84,11082,91,2,1,768,13311,4034,113,1963,20189,192,Backdoor,fobus
88933,28960,10612,46824,112664,31652,19477,16594,2882,28,1,4,1,4,22,33,14,41,3,0,0,207,69,0,0,0,0,0,0,15,15,0,4,0,6,216,0,0,0,72,0,0,0,144,144,0,0,72,0,0,0,0,180,165,0,0,92,92,436,274,212,186,0,0,78,0,28,0,0,0,0,15,0,0,25,2,0,0,30,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,125,0,15,1318,13,26979,347,2,0,141,2074,896,2661,5919,11691,194,Backdoor,hiddad
69157,4764,10664,53288,97424,8828,23847,19732,4114,187,11,6,3,2,25,40,15,31,0,0,0,36,12,0,0,0,0,0,0,0,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,4,0,0,0,1,2,0,4,0,0,43,41,38,27,0,0,4,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,6,0,0,0,0,4,0,0,0,0,15,0,1,1278,12,5250,14,3,0,2787,2487,692,3495,102,9563,191,Backdoor,hiddad
77325,5060,10568,58432,114096,9832,30022,24282,5739,185,9,6,3,2,23,38,15,33,0,0,0,33,11,0,0,0,0,0,0,0,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,3,0,0,0,1,2,0,4,0,0,40,38,35,26,0,0,4,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,6,0,0,0,0,4,0,0,0,0,15,0,1,1278,12,5215,13,3,0,3312,2415,898,111,3021,9757,190,Backdoor,hiddad
46598,3580,11508,35816,75676,3836,13239,6372,6866,15,1,6,1,2,10,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,18,0,6,40,1,1980,33,2,1,7131,1546,1756,167,861,11461,189,Backdoor,androrat
69995,4804,10644,53704,98500,8692,26104,20059,6044,183,9,6,3,2,23,38,15,33,0,0,0,39,13,0,0,0,0,0,0,0,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,5,0,0,0,1,2,0,4,0,0,46,44,41,28,0,0,4,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,6,0,0,0,0,4,0,0,0,0,15,0,1,1124,12,5142,12,3,0,3078,3676,111,2658,811,10334,192,Backdoor,hiddad
90654,24356,11364,58028,91500,25624,32026,24911,7114,272,9,13,9,4,42,40,8,34,2,0,6,57,19,27,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,12,0,1,6632,19,10286,20,2,0,3658,3773,853,330,1779,10393,194,Backdoor,androrat
61965,9724,11340,43860,85872,10564,20525,17036,3488,80,8,7,2,2,27,33,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,25,0,5,0,0,0,0,3,1,3280,411,762,4493,2149,11095,193,Backdoor,androrat
82198,8576,10604,59484,95220,13308,30499,24840,5658,278,16,6,3,2,23,42,15,31,0,0,0,30,10,0,0,0,0,0,0,0,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,2,0,0,0,1,2,0,4,0,0,37,35,32,24,0,0,4,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,6,0,0,0,0,4,0,0,0,0,15,0,1,1124,12,5299,13,3,0,111,624,2796,3844,2361,9736,190,Backdoor,hiddad
46937,5984,11236,34316,85088,6000,15348,11425,3922,37,3,6,2,2,12,29,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,6,5826,32,4088,40,2,0,860,2210,98,3187,5104,11459,191,Backdoor,hiddad
34763,432,11180,29584,80588,436,8086,6505,1580,0,0,5,0,2,4,24,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,0,0,0,3,1,106,1753,5605,537,1401,9402,194,Backdoor,hiddad
57898,4092,10924,46720,95204,4108,15023,11031,3991,4,1,5,1,2,9,27,4,16,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,234,0,0,0,0,0,0,0,268,134,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,8,0,0,10,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,32640,96,12668,104,2,1,621,3796,2112,13285,112,19926,193,Backdoor,fobus
