Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SMS_android.telephony.SmsManager_sendTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_error,Logcat_warning,Logcat_debug,Logcat_info,Logcat_verbose,Logcat_total,Process_total,Category,Family
30534,668,11064,26284,66852,676,12076,10576,1499,2,1,5,0,2,7,26,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,3053,4120,757,1842,1524,11296,187,Scareware,fakeapp
88057,39444,10868,37328,96084,41132,26358,21952,4405,16,2,6,2,4,29,36,8,32,4,0,2,0,0,0,17,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,266,0,44,0,13,0,0,0,0,3,0,1344,4793,3744,1521,2670,14072,188,Scareware,fakeapp
76638,4328,10760,47728,135760,4360,26062,22623,3438,104,2,6,2,4,26,35,9,35,3,0,3,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,80,0,9,0,2,0,0,0,0,4,0,618,1818,3707,1514,3309,10966,189,Scareware,fakeapp
96669,42996,10044,42912,79524,44540,26413,21939,4473,14,2,6,2,4,28,35,8,32,3,0,2,0,0,0,15,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,180,0,61,0,9,0,0,0,0,2,0,3041,1364,2358,1548,3215,11526,196,Scareware,fakeapp
99980,41284,11356,43540,87740,42836,24199,21326,2872,7,1,5,1,4,26,35,7,30,4,0,1,0,0,0,15,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,282,0,86,0,14,0,0,0,0,3,0,5923,1093,1662,1522,2102,12302,190,Scareware,fakeapp
91478,39728,12076,38028,98144,41472,22954,19891,3062,8,1,5,1,4,24,33,7,28,3,0,1,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,182,0,29,0,9,0,0,0,0,3,0,1270,1503,5839,2333,2939,13884,186,Scareware,fakeapp
41761,5520,10944,28132,93056,5572,12264,10417,1846,21,2,4,1,2,11,27,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,17,0,0,17,0,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,15,16025,135,13560,169,4,0,2832,5313,1568,1320,3725,14758,189,Scareware,fakeapp
95630,41628,12144,37740,101392,43308,24151,20511,3639,7,1,5,1,5,31,33,11,31,3,0,1,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,264,0,43,0,13,0,0,0,0,3,0,2092,2503,959,1518,6424,13496,190,Scareware,fakeapp
44214,6480,12304,29908,88512,6516,17258,15162,2095,28,2,5,1,2,10,27,3,14,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,24,0,9,0,0,0,0,3,0,3497,2014,6775,1445,2437,16168,187,Scareware,fakeapp
105965,42896,9984,47860,83772,45332,31114,27103,4010,33,4,5,1,4,31,35,7,30,4,0,1,0,0,0,15,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,288,0,86,0,14,0,0,0,0,3,0,2389,10530,3403,1638,1530,19490,190,Scareware,fakeapp
97468,41276,11428,43188,78820,42892,24182,21031,3150,7,1,5,1,4,28,35,7,28,4,0,1,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,224,0,68,0,11,0,0,0,0,3,0,6930,2792,1398,1517,3434,16071,193,Scareware,fakeapp
94246,40700,10068,42972,78700,42256,24187,20938,3248,7,1,5,1,4,28,35,7,28,4,0,1,0,0,0,14,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,220,0,70,0,11,0,0,0,0,2,0,3390,1205,3089,1480,2423,11587,194,Scareware,fakeapp
98935,44628,11448,43200,82796,46352,24187,20933,3253,7,1,5,1,4,28,35,7,28,4,0,1,0,0,0,24,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,300,0,100,0,15,0,0,0,0,2,0,1729,1529,2778,3594,4063,13693,192,Scareware,fakeapp
89757,40720,10820,36468,97108,42340,24193,21233,2959,8,1,5,1,4,26,35,7,30,4,0,1,0,0,0,17,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,262,0,44,0,13,0,0,0,0,3,0,8140,3597,2555,1520,1703,17515,191,Scareware,fakeapp
86844,38800,12060,36504,91344,40316,22113,18944,3168,8,1,5,1,4,28,36,6,26,3,0,1,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,264,0,41,0,13,0,0,0,0,3,0,1915,1109,6741,1504,2454,13723,190,Scareware,fakeapp
97383,41872,11320,43212,77940,43480,24198,21054,3143,7,1,5,1,4,27,35,7,28,4,0,1,0,0,0,13,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,246,0,74,0,12,0,0,0,0,3,0,2101,1510,7899,2193,857,14560,190,Scareware,fakeapp
89132,39312,12176,38140,97012,40888,24214,21143,3070,8,1,5,1,4,26,35,7,30,4,0,1,0,0,0,15,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,284,0,44,0,14,0,0,0,0,3,0,6636,1626,1504,2400,978,13144,189,Scareware,fakeapp
40585,5332,12416,27272,89468,5348,15231,11707,3523,25,1,5,1,2,9,26,3,14,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,0,0,0,4,4,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,17,0,0,0,0,3,1,1521,1225,7261,3800,2908,16715,188,Scareware,fakeapp
101220,39740,10652,49020,99728,41396,37475,31522,5952,76,4,6,3,4,22,35,8,34,3,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,39,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,60,0,22,0,4,0,0,0,0,3,0,1507,4131,4289,1267,2503,13697,190,Scareware,fakeapp
115657,22688,13656,79100,93084,25036,36950,28984,7965,230,4,10,7,4,48,44,17,42,2,0,6,0,44,16,12,0,0,6,0,1,0,0,26,0,0,24,0,0,8,8,0,0,8,8,0,0,0,0,0,0,28,27,0,16,0,0,48,48,42,8,8,8,22,0,4,0,0,8,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,24,0,25,0,1,7615,88,17624,108,4,0,1635,2155,706,3125,3651,11272,189,Scareware,<unknown>
107586,45104,9972,48272,86696,47584,31149,27337,3811,33,4,5,1,4,31,34,7,30,3,0,1,0,0,0,14,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,244,0,75,0,12,0,0,0,0,2,0,5904,3177,1539,2061,1309,13990,190,Scareware,fakeapp
77090,15024,10764,39800,123608,15300,25246,20682,4563,38,1,5,1,4,35,36,8,34,4,0,1,0,0,0,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,94,96,1,4,0,0,44,23,0,0,0,0,2,0,0,0,0,0,14,1,3,3,1,8,0,0,0,0,0,0,0,0,0,0,80,0,24,0,4,8035,22,4261,23,4,1,2070,1518,4113,614,3975,12290,193,Scareware,fakeapp
96758,44020,12116,38076,96556,45676,24179,21056,3122,8,1,5,1,4,30,33,6,26,3,0,1,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,264,0,41,0,13,0,0,0,0,3,0,1094,6867,2012,1508,2709,14190,187,Scareware,fakeapp
97546,38084,9900,44120,89216,39736,19041,15226,3814,33,1,4,1,4,31,32,10,40,3,0,1,0,0,0,11,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,152,0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,25,0,0,16,0,0,0,0,0,0,0,0,3,0,160,0,53,0,8,0,0,0,0,3,0,4454,2919,3303,1049,1759,13484,193,Scareware,fakeapp
87381,38944,12144,36536,94692,40432,24112,20191,3920,8,1,5,1,4,26,34,6,24,3,0,1,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,264,0,41,0,13,0,0,0,0,3,0,1506,6912,2443,1898,1156,13915,191,Scareware,fakeapp
143657,36740,9976,95528,81000,38308,40949,33993,6955,73,2,5,2,4,30,35,8,32,3,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,4,0,0,478,239,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,14,0,2,1701326,1475,87837,1084,2,0,2105,1521,2640,941,3218,10425,190,Scareware,fakeapp
107766,44976,10740,47040,103992,47644,35163,31445,3717,34,4,5,1,4,29,34,8,32,3,0,1,0,0,0,14,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,266,0,39,0,12,0,0,0,0,3,0,2139,1543,3475,1507,3802,12466,187,Scareware,fakeapp
95679,24732,10876,63580,61640,25592,35318,28837,6480,18,2,5,2,4,30,34,8,32,3,0,2,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,0,216,108,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,5,0,1,1463235,1242,62978,941,3,0,2860,1748,1479,1784,1247,9118,191,Scareware,fakeapp
33197,3788,12876,23336,79052,3792,7907,4793,3113,0,0,1,0,2,2,22,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3453,1183,1474,833,1502,8445,190,Scareware,fakeapp
88770,38724,12244,37960,103840,40340,24182,21004,3177,8,1,5,1,4,30,35,7,28,4,0,1,0,0,0,15,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,280,0,44,0,14,0,0,0,0,3,0,6435,2335,1045,1505,1865,13185,187,Scareware,fakeapp
43382,5048,12288,29896,90804,5080,19306,15279,4026,28,2,5,1,2,10,27,3,14,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,16,0,5,0,0,0,0,3,0,2337,4363,1102,4186,1501,13489,187,Scareware,fakeapp
