Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Process_android.os.Process_killProcess,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.content.ContextWrapper_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.media.AudioRecord_startRecording,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_info,Logcat_error,Logcat_debug,Logcat_verbose,Logcat_warning,Logcat_total,Process_total,Category,Family
34304,1976,12944,25504,82736,1988,8935,5133,3801,0,0,2,0,2,2,23,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4008,4717,1578,2979,139,13421,195,Trojan_Dropper,ramnit
56335,4588,10108,40660,80664,8436,22607,19308,3298,38,3,7,2,2,13,30,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,32,0,4,0,0,0,0,3,1,650,1985,111,3471,1626,7843,191,Trojan_Dropper,locker
153402,47708,10588,89644,85136,49380,40568,32971,7597,74,2,6,2,4,37,42,17,66,3,2,2,0,0,123,44,8,0,0,0,72,4,28,8,0,0,16,0,70,0,0,48,0,0,0,22,22,0,0,24,0,0,5,0,84,89,5,0,203,203,3578,1799,88,166,98,17,16,5,95,0,0,0,5,10,25,10,239,60,9,6,6,486,80,0,0,0,0,0,9,80,0,0,0,88,1,3,5228998,6879,811508,6110,3,3,254,1724,882,2768,3339,8967,194,Trojan_Dropper,ztorg
65887,7440,11024,45900,87284,12328,25857,21953,3903,32,6,5,1,2,22,32,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,19,0,5,0,0,0,0,3,0,111,2040,3850,787,3044,9832,192,Trojan_Dropper,locker
57689,8192,10000,37660,86744,11796,18488,15866,2621,30,2,6,1,2,12,31,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,2,0,0,0,0,4,1,1447,540,114,1668,7620,11389,189,Trojan_Dropper,locker
43123,4772,10244,31548,73424,6332,10065,7344,2720,19,1,5,1,2,10,25,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,8,0,0,0,0,3,1,708,119,6216,1774,3096,11913,192,Trojan_Dropper,locker
46225,5540,11396,33084,73316,7508,10077,8496,1580,19,1,5,1,2,10,25,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,9,0,0,0,0,2,0,2011,3234,1057,7717,114,14133,193,Trojan_Dropper,locker
50218,4164,11320,35536,81056,7484,16395,13214,3180,17,3,7,2,2,17,31,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,27,0,4,0,0,0,0,3,1,2671,674,1488,2106,112,7051,193,Trojan_Dropper,locker
130159,27048,9976,95468,73484,28248,43647,29805,13841,46,2,6,2,4,34,37,16,61,2,1,2,0,0,36,13,2,0,0,0,3,2,12,4,0,0,10,0,41,0,0,28,0,0,0,13,13,0,0,14,0,0,1,0,22,23,6,0,60,60,199,103,31,54,26,4,2,0,38,0,0,0,0,0,6,0,106,0,7,2,2,144,24,0,0,0,0,0,3,20,0,0,0,26,0,1,54368,374,122067,485,2,1,2280,2122,104,840,18263,23609,193,Trojan_Dropper,ztorg
47633,6896,11348,31900,67668,9648,10076,7251,2824,19,1,5,1,2,10,25,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,9,0,0,0,0,3,1,118,3240,2244,740,15813,22155,189,Trojan_Dropper,locker
37970,7340,8932,20412,82272,7428,11650,10101,1548,18,0,6,2,2,9,28,4,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,2,2,18,18,12,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,15,1201,12,3270,12,2,0,107,4564,3421,3933,733,12758,190,Trojan_Dropper,ztorg
131117,26912,9704,91348,91388,27904,33391,20799,12591,38,1,6,1,6,14,35,12,49,0,1,0,0,0,103,37,0,0,0,0,98,5,12,6,0,0,14,0,66,0,0,44,0,0,0,21,21,0,0,22,0,0,31,0,10,20,22,0,270,270,476,295,73,168,76,13,14,5,90,2,0,0,3,44,11,6,215,60,8,4,4,711,66,0,0,0,0,0,6,6,0,0,0,68,2,2,159989,1085,328008,1276,4,4,2684,3930,2444,101,723,9882,191,Trojan_Dropper,ztorg
36325,5268,12204,25184,81832,5276,7999,6000,1998,11,1,5,1,2,9,25,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,3,1,2375,829,111,11085,3409,17809,192,Trojan_Dropper,locker
51571,5752,11184,35412,78712,9264,16422,13259,3162,18,2,6,1,2,15,29,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,46,0,9,0,0,0,0,3,1,2684,794,2984,1913,126,8501,190,Trojan_Dropper,locker
55242,6824,10136,37536,77132,10832,19538,16344,3193,38,3,7,2,2,16,30,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,37,0,5,0,0,0,0,3,1,2731,2150,1499,715,110,7205,192,Trojan_Dropper,locker
54108,11292,7984,29056,68924,16208,16616,13786,2829,62,2,6,2,2,16,30,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,16,0,4,0,0,0,0,2,0,7830,828,108,2070,2779,13615,194,Trojan_Dropper,locker
52179,6152,11304,35364,77796,10080,14333,12969,1363,17,3,7,2,2,14,30,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,45,0,8,0,0,0,0,3,1,3078,721,107,1730,2800,8436,191,Trojan_Dropper,locker
26332,2276,10556,16528,71612,2284,6368,3686,2681,0,0,2,0,2,2,23,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,156,1377,2733,4269,5584,14119,197,Trojan_Dropper,ztorg
49847,3712,10196,34900,82104,7780,16383,13234,3148,17,3,7,2,2,13,31,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,45,0,8,0,0,0,0,3,1,1841,125,3013,3086,835,8900,192,Trojan_Dropper,locker
125148,5652,9736,112840,73036,6140,45399,28433,16965,126,5,11,5,5,18,38,14,53,0,1,0,0,0,66,23,0,0,0,0,43,3,20,4,0,0,10,0,41,0,0,28,0,0,0,13,13,0,0,14,0,0,5,0,4,8,6,6,110,110,341,174,43,82,50,6,6,2,48,0,0,0,2,4,6,4,150,40,7,2,2,264,44,0,0,0,0,0,3,0,0,0,0,38,0,1,109914,675,214989,813,3,3,109,2086,2496,3570,689,8950,188,Trojan_Dropper,<unknown>
50252,4744,10152,35124,71928,8416,16456,13383,3072,35,3,7,2,2,13,30,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,39,0,6,0,0,0,0,3,1,2920,810,2740,118,1719,8307,193,Trojan_Dropper,locker
54771,6280,10068,35908,78928,11808,16501,13857,2643,33,6,7,2,4,19,33,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,25,0,4,0,0,0,0,3,1,808,2547,3712,2598,112,9777,192,Trojan_Dropper,locker
45047,6392,11392,32412,73076,6404,14170,12107,2062,19,1,5,1,2,10,25,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,9,0,0,0,0,2,1,3312,108,11977,2479,810,18686,189,Trojan_Dropper,locker
51844,4656,10112,35844,80768,8884,16543,13723,2819,37,9,7,2,2,18,34,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,25,0,4,0,0,0,0,3,1,3440,1622,112,2617,726,8517,192,Trojan_Dropper,locker
107920,2868,9828,98948,78340,2944,31524,23352,8171,185,3,9,3,4,17,36,16,53,0,3,0,0,0,33,12,0,0,0,0,23,2,20,4,0,0,18,0,71,0,0,48,0,0,0,23,23,0,0,24,0,0,3,0,4,8,12,2,55,55,251,130,38,66,26,9,4,1,47,0,0,0,1,2,9,2,86,20,8,2,2,132,22,0,0,0,0,0,3,0,0,0,0,45,0,1,97358,485,137198,562,2,3,2637,116,1559,1903,565,6780,191,Trojan_Dropper,ztorg
37384,3364,11204,27692,86348,3376,8063,5880,2182,16,0,5,1,2,3,24,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,30,0,30,30,0,30,0,0,30,0,0,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,38,0,8,0,0,0,0,3,0,109,4700,757,1786,1512,8864,192,Trojan_Dropper,<unknown>
50228,4120,11160,35052,80968,7876,15373,12942,2430,28,2,6,1,2,13,30,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,0,3,0,0,0,0,2,1,3489,2849,106,883,1864,9191,192,Trojan_Dropper,locker
63027,6328,10824,49992,86576,6740,34090,28032,6057,294,1,5,0,4,17,31,10,39,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18,17,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0,1,0,0,0,0,3,1,116,2952,769,2761,1859,8457,192,Trojan_Dropper,locker
