Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SMS_android.telephony.SmsManager_sendTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_debug,Logcat_info,Logcat_error,Logcat_verbose,Logcat_warning,Logcat_total,Process_total,Category,Family
94315,40644,11216,43268,83284,42384,24197,21098,3098,7,1,5,1,4,30,34,7,28,3,0,1,0,0,0,16,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,28,0,0,0,0,0,0,0,0,0,286,0,86,0,14,0,0,0,0,2,0,111,3320,1285,11905,3020,19641,191,Scareware,fakeapp
95646,37724,11748,44820,115368,40272,31181,27103,4077,34,4,5,1,4,31,34,7,30,3,0,1,0,0,0,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,20,0,0,0,0,0,0,0,0,0,210,0,31,0,10,0,0,0,0,2,0,1433,2906,3132,110,1725,9306,193,Scareware,fakeapp
35538,4512,11192,24768,82516,4524,8006,5696,2309,6,0,5,1,2,3,24,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,17,18,0,0,300,5,3,0,1971,115,9883,577,1949,14495,191,Scareware,fakeapp
105845,45620,10000,48016,90248,48044,31056,27148,3907,33,4,5,1,4,37,34,7,30,3,0,1,0,0,0,13,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,24,0,0,0,0,0,0,0,0,0,246,0,73,0,12,0,0,0,0,2,0,6927,1726,782,116,1789,11340,192,Scareware,fakeapp
79670,24376,10828,48540,85248,25560,30130,24055,6074,158,2,7,3,4,34,36,8,34,3,0,5,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,40,0,6,0,1,0,0,0,0,3,0,1489,1630,109,529,7092,10849,193,Scareware,fakeapp
93638,39072,11376,44532,81348,40724,26359,21775,4583,14,2,6,2,4,27,36,7,30,4,0,2,0,0,0,33,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,34,0,0,0,0,0,0,0,0,0,340,0,118,0,17,0,0,0,0,2,0,116,4227,2046,1745,3680,11814,193,Scareware,fakeapp
64320,10576,10944,45628,84912,11460,25109,20163,4945,127,13,6,2,2,21,34,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,2,0,0,0,0,3,0,683,102,4716,1696,2787,9984,192,Scareware,fakeapp
39057,2376,11792,27228,89204,4816,15141,11876,3264,2,1,5,1,2,9,26,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,284,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,41,0,0,0,0,3,1,219,10861,3764,6296,6514,27654,188,Scareware,avpass
44639,6452,12256,31620,89972,6488,19638,15841,3796,19,1,5,1,2,10,28,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,15,0,0,0,0,2,0,661,98,2944,2041,6446,12190,193,Scareware,fakeapp
42708,5868,10944,30112,88700,5916,18293,15531,2761,28,2,5,1,2,10,26,4,16,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,20,0,8,0,2,0,0,0,0,2,0,2444,706,2074,3392,106,8722,192,Scareware,fakeapp
107870,3476,10796,91380,106520,3548,34842,29309,5532,76,2,5,2,4,33,35,10,38,3,0,2,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,3,6,0,0,664,332,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,40,0,8,0,2,4480487,4076,247507,2913,2,0,728,1645,1753,6223,127,10476,198,Scareware,fakeapp
41508,5888,12384,29436,76880,5928,17242,15035,2206,28,2,5,1,2,9,26,2,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,20,0,15,0,9,0,0,0,0,2,0,4062,3977,114,868,2448,11469,191,Scareware,fakeapp
94742,41168,11332,43220,87032,42868,24271,21103,3167,7,1,5,1,4,26,35,7,28,4,0,1,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,140,0,43,0,7,0,0,0,0,2,0,123,2102,2759,875,4308,10167,192,Scareware,fakeapp
99109,27980,10856,62684,89000,29436,32793,26166,6626,36,1,5,2,4,24,36,7,28,3,0,2,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,0,0,0,244,122,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20,0,4,0,1,1885327,1566,85253,1023,2,0,1871,100,3910,1069,1970,8920,193,Scareware,fakeapp
40311,3520,12024,29772,91804,3572,17253,15142,2110,28,2,5,1,2,11,26,3,12,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,41,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,6,0,0,0,0,0,0,0,0,0,80,0,21,0,5,0,0,0,0,2,0,107,4161,4289,2460,921,11938,191,Scareware,fakeapp
123116,14584,10132,102600,74036,15208,47864,39903,7960,101,4,6,3,4,28,36,8,32,3,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,2,0,0,552,276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20,0,8,0,1,776219,1040,120052,905,2,0,1212,2094,3659,2003,114,9082,197,Scareware,fakeapp
94016,40360,11244,43264,87192,42048,24191,21126,3064,7,1,5,1,4,30,35,7,28,4,0,1,0,0,0,15,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,28,0,0,0,0,0,0,0,0,0,288,0,85,0,14,0,0,0,0,2,0,1301,9036,2954,112,2223,15626,192,Scareware,fakeapp
87769,39040,12500,37900,104196,40652,24283,20995,3287,8,1,5,1,4,27,34,7,28,3,0,1,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,122,0,19,0,6,0,0,0,0,2,0,2465,1870,102,1218,3084,8739,192,Scareware,fakeapp
97276,43816,11168,43296,81248,45532,24275,21070,3204,7,1,5,1,4,26,35,7,30,4,0,1,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,26,0,0,0,0,0,0,0,0,0,268,0,79,0,13,0,0,0,0,2,0,4714,1302,2112,3278,109,11515,194,Scareware,fakeapp
98323,24764,10884,66636,88844,25560,35434,28648,6785,108,1,9,6,4,28,40,8,32,3,0,6,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,0,0,0,0,164,82,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100,0,8,0,1,387187,415,36454,327,2,0,5188,1781,2796,1363,112,11240,192,Scareware,fakeapp
75470,24656,10720,42876,101892,25840,27775,22796,4978,121,5,7,3,4,32,39,9,35,3,0,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20,0,5,0,1,0,0,0,0,3,0,2195,537,95,1942,1172,5941,195,Scareware,fakeapp
88024,39464,11976,37768,102568,41084,24203,21064,3138,8,1,5,1,4,26,35,7,28,4,0,1,0,0,0,16,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,30,0,0,0,0,0,0,0,0,0,304,0,46,0,15,0,0,0,0,2,0,7200,113,1226,2753,1974,13266,191,Scareware,fakeapp
138090,29288,10612,99388,109644,30780,43006,34107,8898,486,3,4,1,4,34,32,13,49,2,0,2,0,0,0,14,0,0,10,0,3,0,0,0,1,12,37,2,2,3,0,33,33,0,33,1,1,4,3,0,0,84,295,0,6,0,0,72,36,2,0,0,0,0,0,0,0,0,0,3,0,0,0,4,2,0,0,0,0,0,0,0,0,0,82,0,11,0,1,207453,205,17555,171,3,0,190,4365,809,1806,1905,9075,193,Scareware,fakeapp
106612,44900,11084,50120,91140,47460,31140,27330,3809,33,4,5,1,4,28,34,8,34,3,0,1,0,0,0,13,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,22,0,0,0,0,0,0,0,0,0,246,0,68,0,11,0,0,0,0,2,0,107,2714,989,2244,5643,11697,189,Scareware,fakeapp
49891,4392,10000,41472,69344,5132,22938,20578,2359,7,1,5,1,4,22,32,7,28,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20,0,6,0,1,0,0,0,0,0,0,2166,640,790,118,2028,5742,200,Scareware,<unknown>
93130,39392,11232,43284,82812,41004,24198,21107,3090,7,1,5,1,4,24,35,7,28,4,0,1,0,0,0,15,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,28,0,0,0,0,0,0,0,0,0,282,0,85,0,14,0,0,0,0,2,0,5831,3223,101,1282,2608,13045,192,Scareware,fakeapp
87837,37748,12028,38040,104972,39424,24194,20932,3261,8,1,5,1,4,29,35,6,26,4,0,1,0,0,0,17,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,30,0,0,0,0,0,0,0,0,0,306,0,47,0,15,0,0,0,0,2,0,5992,951,1689,1810,102,10544,191,Scareware,fakeapp
85382,36988,12144,38116,96236,38496,24210,21004,3205,8,1,5,1,4,24,34,7,28,3,0,1,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,26,0,0,0,0,0,0,0,0,0,268,0,40,0,13,0,0,0,0,2,0,103,7992,919,2057,1930,13001,194,Scareware,fakeapp
91801,43036,11964,38084,96468,44696,24208,21073,3134,8,1,5,1,4,30,35,7,28,4,0,1,0,0,0,14,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,24,0,0,0,0,0,0,0,0,0,244,0,38,0,12,0,0,0,0,2,0,4073,101,1204,1831,2906,10115,191,Scareware,fakeapp
95980,42496,11444,43252,79152,44252,24245,21100,3144,7,1,5,1,4,27,35,7,28,4,0,1,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,26,0,0,0,0,0,0,0,0,0,268,0,79,0,13,0,0,0,0,2,0,109,1656,782,1379,6425,10351,192,Scareware,fakeapp
87045,35420,12036,40508,107972,36976,26398,21728,4669,9,1,5,1,4,31,35,8,34,4,0,1,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,180,0,26,0,8,4488,51,9276,72,2,0,2994,6233,2383,1206,109,12925,192,Scareware,fakeapp
82248,34088,11932,38292,100900,35432,24212,21213,2998,8,1,5,1,4,26,34,7,28,3,0,1,0,0,0,15,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,28,0,0,0,0,0,0,0,0,0,286,0,43,0,14,0,0,0,0,2,0,1410,5207,99,1441,839,8996,196,Scareware,fakeapp
