Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexFile_loadClass,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_info,Logcat_debug,Logcat_error,Logcat_verbose,Logcat_warning,Logcat_total,Process_total,Category,Family
50795,4272,10808,38872,93536,4292,30003,20557,9445,50,4,8,4,2,13,32,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1422,12,1425,15,2,1,2214,107,2974,683,2009,7987,191,FileInfector,leech
41377,4696,11788,28920,97520,4728,15511,11639,3871,43,2,4,1,2,16,27,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,3,0,2611,662,1334,141,2027,6775,189,FileInfector,gudex
39492,4512,11816,28468,91728,4520,15215,11372,3842,12,1,6,1,2,11,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,13,0,3,2370,20,2935,39,3,1,2214,781,2715,106,3778,9594,191,FileInfector,leech
39874,9348,10252,23532,69076,9372,6389,3661,2727,0,0,2,0,2,3,22,2,8,0,0,0,0,0,0,0,0,0,0,6,0,3,118,226,17,20,59,27,27,94,164,0,0,74,226,0,14,21,42,0,10,20,32,49,2452,28,20,0,0,0,0,6,0,0,6,0,14,13,72,2,0,0,3,20,9,9,0,0,72,47,0,0,79,5,4,1431185,1341,78081,1024,5,3,144,3429,5192,2355,944,12064,188,FileInfector,commplat
134469,38184,12700,82712,103824,40200,38546,32238,6307,43,1,4,1,4,33,34,8,35,3,0,1,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,65,0,10,18,21,733,370,0,0,0,6,0,0,0,0,3,0,5,0,0,0,6,18,75,0,0,0,0,0,0,0,82,0,0,16,0,3,3143727,3060,197147,2260,2,0,105,1366,1914,1926,3803,9114,194,FileInfector,gudex
46084,3796,10952,33552,92312,5872,16280,14016,2263,46,2,5,1,2,10,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,0,2,0,2437,753,3325,4564,319,11398,191,FileInfector,commplat
48201,4428,11036,34256,91732,7360,21398,18150,3247,46,2,5,1,2,11,26,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,2,0,1554,1565,197,727,5961,10004,188,FileInfector,commplat
46368,4556,10944,33464,91700,5152,16274,14050,2223,46,2,5,1,2,10,25,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,2,0,191,766,2610,1913,2554,8034,192,FileInfector,commplat
46537,3316,11040,34704,96120,4048,17312,14057,3254,46,2,5,1,2,10,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,2,0,3197,2228,307,1061,7841,14634,194,FileInfector,commplat
47955,5252,10952,33788,90524,6308,21399,17933,3465,46,2,5,1,2,10,25,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,44,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,17,0,0,0,0,2,0,673,11658,314,2347,3246,18238,192,FileInfector,commplat
50156,5472,12300,35904,91864,6752,21512,17082,4429,68,3,5,1,2,11,28,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,0,0,0,0,2,0,2187,2897,7778,948,264,14074,193,FileInfector,<unknown>
46454,3408,10964,33444,94464,4060,16280,14021,2258,46,2,5,1,2,10,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,2,0,525,2472,1995,1274,165,6431,194,FileInfector,commplat
90538,37480,11836,41752,105256,38812,26769,22290,4478,55,3,5,1,4,30,34,9,36,3,0,1,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,184,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,200,0,0,30,0,10,0,0,0,0,2,0,1675,2342,110,795,5737,10659,193,FileInfector,tachi
47859,4716,11052,34452,91892,5448,17301,13909,3391,46,2,5,1,2,11,26,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9,0,0,0,0,2,0,886,2658,300,9749,3003,16596,192,FileInfector,commplat
48220,6088,11880,33272,101108,6116,17865,14626,3238,42,2,5,1,2,12,27,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,0,1475,525,109,1346,2577,6032,191,FileInfector,gudex
141516,35660,10460,93900,110736,38296,43339,35668,7670,470,13,14,10,4,67,46,19,79,2,1,2,0,0,4,0,0,2,3,0,0,0,1,31,0,0,2,2,2,0,29,0,0,2,4,0,6,54,85,0,26,0,0,78,237,0,0,0,14,28,0,12,0,0,0,2,18,3,0,2,0,0,3,0,0,0,0,0,58,81,0,0,19,0,1,7582,29,5957,33,3,1,3214,2245,4564,102,600,10725,192,FileInfector,leech
46161,3756,11884,35616,99068,3768,17776,14023,3752,22,1,5,1,2,10,26,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,4,4,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,8,46,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,3,0,2517,1482,96,493,2232,6820,194,FileInfector,gudex
49941,5696,11084,34480,88240,9008,17285,13975,3309,46,2,5,1,2,11,26,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,2,0,7280,3482,718,327,2132,13939,191,FileInfector,commplat
93249,39188,12000,41684,108620,40808,26649,22095,4553,31,2,5,1,4,36,35,8,34,3,0,1,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,76,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,80,0,0,12,0,4,0,0,0,0,2,0,530,2403,952,1797,101,5783,191,FileInfector,tachi
89883,36356,11648,41980,109288,37984,26810,21656,5153,55,3,5,1,4,31,35,8,34,3,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,40,0,0,6,0,2,0,0,0,0,2,0,2519,750,1452,1906,111,6738,192,FileInfector,tachi
26656,1860,10456,16400,71588,1868,5338,3611,1726,0,0,2,0,2,2,21,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3014,2851,117,1191,3085,10258,190,FileInfector,leech
47733,3700,11104,34660,95276,4488,17312,13991,3320,46,2,5,1,2,11,26,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12,0,0,0,0,2,0,498,6624,235,2064,2316,11737,190,FileInfector,<unknown>
92527,39748,11720,41932,105672,41516,26784,22182,4601,55,3,5,1,4,32,34,9,36,3,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,40,0,0,6,0,2,0,0,0,0,2,0,1888,111,1913,829,1015,5756,195,FileInfector,tachi
41305,6572,12272,26940,87296,6584,13157,10855,2301,10,1,6,1,1,9,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0,0,0,3,1,4029,1104,2767,2174,140,10214,191,FileInfector,leech
46739,3500,11092,34464,93604,4440,17301,13966,3334,46,2,5,1,2,11,26,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,42,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,17,0,0,0,0,2,0,833,3458,2294,341,8129,15055,188,FileInfector,commplat
48007,2960,11064,35956,96592,3952,17402,14431,2970,68,3,5,1,2,10,28,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,2,0,2174,3568,2868,317,866,9793,191,FileInfector,commplat
46083,5012,12164,32428,89896,6532,19360,14941,4418,46,2,5,1,2,11,27,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,2,0,2079,239,2632,501,6266,11717,192,FileInfector,commplat
48377,4504,11024,34868,85220,5316,17315,14176,3138,46,2,5,1,2,10,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,44,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,17,0,0,0,0,2,0,256,542,8094,2649,2093,13634,194,FileInfector,commplat
47102,3344,11016,34592,95068,4240,17301,14014,3286,46,2,5,1,2,10,26,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,2,0,2159,737,2562,3017,233,8708,192,FileInfector,commplat
47931,4952,10976,33756,92104,6944,16292,14089,2202,46,2,5,1,2,9,26,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,17,0,0,0,0,2,0,6790,704,2628,1903,249,12274,192,FileInfector,commplat
155327,25220,10816,122180,80168,26264,42699,30674,12024,9,2,4,1,4,32,35,10,40,3,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,0,1064,532,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,20,0,0,3,0,1,2876096,3056,242585,2295,3,0,1258,2168,3120,1668,101,8315,191,FileInfector,tachi
95852,22996,10800,66380,80292,23936,32656,24847,7808,7,1,4,1,4,30,34,9,36,3,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,0,244,122,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,40,0,0,4,0,1,1824981,1674,114163,1149,2,0,3282,1830,101,1132,2294,8639,192,FileInfector,tachi
109260,32444,12332,67876,87692,33952,34954,27658,7295,110,2,8,5,5,43,37,10,43,3,0,4,0,0,142,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,35,0,4,0,0,163,84,0,0,0,5,10,0,5,0,0,0,5,5,0,0,2,0,0,1,0,0,0,0,0,0,20,0,0,8,0,1,453309,526,62642,492,5,0,132,1246,3816,1947,2013,9154,191,FileInfector,leech
120934,20864,10792,94456,69072,21556,35821,26574,9247,7,1,4,1,4,29,34,9,36,3,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,0,664,332,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,40,0,0,4,0,1,475671,829,88852,769,2,0,112,13280,1022,2053,1873,18340,198,FileInfector,tachi
91422,38448,11576,40552,102820,40216,24571,19994,4576,31,2,5,1,4,32,33,9,36,3,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,36,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,40,0,0,6,0,2,0,0,0,0,2,0,755,2079,100,1833,970,5737,193,FileInfector,tachi
