Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Process_android.os.Process_killProcess,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.content.ContextWrapper_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.media.AudioRecord_startRecording,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_warning,Logcat_verbose,Logcat_debug,Logcat_info,Logcat_error,Logcat_total,Process_total,Category,Family
109342,31600,10768,67296,89096,33104,36816,27039,9776,31,3,7,3,4,37,37,11,45,3,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,25,3,2,0,0,212,106,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,6,0,1,9964806,7509,217163,4226,3,1,1249,1788,3159,1508,2607,10311,190,Trojan_Dropper,ztorg
48337,5216,10188,33088,76280,6280,16288,13238,3049,38,1,6,2,2,10,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,10,0,2,0,0,0,0,4,1,5464,837,3355,2049,1519,13224,188,Trojan_Dropper,locker
168623,45860,10056,108256,87976,47572,44277,34156,10120,76,2,6,2,4,34,39,17,67,3,1,2,0,0,90,33,11,0,0,0,86,4,36,10,0,0,20,0,76,0,0,52,0,0,0,24,24,0,0,26,0,0,5,0,86,91,7,2,149,149,4063,2043,81,150,76,18,16,5,90,0,0,0,5,10,28,10,221,77,12,6,6,357,60,0,0,0,0,0,0,0,9,60,0,0,0,0,91,1,3,14190572,14905,1124874,11411,2,3,3270,2897,2637,774,1663,11241,190,Trojan_Dropper,ztorg
28935,3732,10528,16900,70984,3736,5344,3671,1672,0,0,2,0,2,2,21,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,3,0,1438,1523,2463,6754,4150,16328,187,Trojan_Dropper,ztorg
51505,6808,10204,33960,76596,8956,16314,13687,2626,38,2,6,2,2,11,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,11,0,2,0,0,0,0,4,1,1762,3554,1515,1191,6372,14394,190,Trojan_Dropper,locker
49099,6016,10184,33420,72272,8416,16289,13417,2871,38,1,6,2,2,9,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,10,0,2,0,0,0,0,4,1,2100,3496,5903,1515,1032,14046,189,Trojan_Dropper,locker
47291,256,11032,42544,77276,260,8511,6565,1945,0,0,5,0,2,3,25,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,0,10,0,10,10,0,10,0,0,10,0,132,59,0,0,0,28,6,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,5,1,1520,2220,3111,5400,911,13162,190,Trojan_Dropper,hqwar
53499,5796,11532,36188,80760,6528,17377,14774,2602,25,1,5,1,2,16,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,30,0,0,0,0,43,0,14,0,0,0,0,3,0,2115,821,7293,2831,1507,14567,188,Trojan_Dropper,locker
147637,24472,9700,104584,91872,27964,39393,31832,7560,107,3,8,2,5,19,50,15,57,0,1,0,0,0,747,250,0,0,0,0,45,2,21,8,0,0,33,0,846,155,155,672,0,148,142,32,174,7,7,336,6,0,33,3,16,32,12,4,191,168,498,447,46,102,50,0,4,0,37,0,0,0,17,0,0,0,155,24,11,4,2,540,78,15,0,16,3,0,0,0,6,0,0,0,0,0,369,1,2,161235,751,219169,939,2,5,3696,1498,1622,1353,2465,10634,191,Trojan_Dropper,ztorg
50439,1948,9860,42076,57736,2552,20655,16439,4215,102,15,7,2,2,21,42,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,5,0,1,0,0,0,0,4,1,909,1746,1518,3848,3058,11079,191,Trojan_Dropper,<unknown>
56477,5912,10160,38264,78024,10116,20616,16906,3709,38,3,7,2,2,13,30,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,24,0,2,0,0,0,0,3,1,1554,2990,2844,2516,788,10692,188,Trojan_Dropper,locker
54375,7408,10124,35220,72768,11184,16442,13511,2930,27,3,7,2,2,13,30,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,33,0,6,0,0,0,0,4,1,3091,2796,1525,1062,3892,12366,189,Trojan_Dropper,locker
61019,1920,9980,53180,58652,1944,34321,29679,4641,76,6,7,2,2,19,34,20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,4,0,1,0,0,0,0,3,1,2704,523,1585,2773,1254,8839,190,Trojan_Dropper,locker
47065,5940,10332,31496,64472,9268,10048,7308,2739,19,1,5,1,2,9,25,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,8,0,0,0,0,2,0,1510,7600,923,3461,2160,15654,190,Trojan_Dropper,locker
130419,22384,11468,99276,68664,23372,44855,27363,17491,10,1,6,1,4,29,37,16,60,3,2,1,0,0,0,1,6,0,0,0,4,0,14,4,0,0,15,0,25,0,0,13,0,0,0,12,12,0,0,13,0,0,2,0,24,25,8,4,0,0,399,209,27,38,2,4,2,0,32,0,5,0,0,0,5,0,12,5,1,2,2,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,18,1,1,24910440,23077,559716,12056,3,2,2588,1527,727,1949,3040,9831,192,Trojan_Dropper,ztorg
53283,636,10224,47444,63204,648,24628,21712,2915,21,4,5,0,2,12,29,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,3,0,1,0,0,0,0,3,1,912,2651,3046,1530,1515,9654,189,Trojan_Dropper,locker
55807,7756,11524,35660,71424,11276,16372,13611,2760,16,2,6,1,2,12,28,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,36,0,7,0,0,0,0,3,1,859,2778,2183,1526,4422,11768,189,Trojan_Dropper,locker
54013,7140,10172,34708,67456,11112,16343,13308,3034,13,2,6,1,2,12,30,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,33,0,5,0,0,0,0,4,1,3354,3010,1003,2584,1509,11460,189,Trojan_Dropper,locker
41361,5020,11008,26988,84816,6932,10048,8037,2010,19,1,5,1,2,10,25,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,3,0,3110,14184,1515,768,2459,22036,190,Trojan_Dropper,locker
49096,912,10944,44700,62788,956,11384,8187,3196,0,0,4,0,2,5,25,9,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,36,0,0,18,0,0,0,18,18,0,0,18,0,0,1,0,2,4,8,0,10,10,14,7,11,32,2,4,0,0,20,0,0,0,0,0,4,0,20,0,5,0,1,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,19,1,1,22619,120,27719,146,3,1,1867,2654,878,3076,1516,9991,190,Trojan_Dropper,ztorg
55729,7672,11388,35164,76128,10872,15360,12794,2565,28,2,6,1,2,13,29,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,0,3,0,0,0,0,2,1,2100,3249,885,3528,1524,11286,188,Trojan_Dropper,locker
37676,4420,10652,28684,57108,4424,7886,4825,3060,0,0,2,0,2,2,23,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,32,0,6,0,0,0,0,2,1,4106,1749,2847,1531,812,11045,188,Trojan_Dropper,locker
48657,6336,10140,32752,68756,7692,14181,12857,1323,19,0,5,1,2,9,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,8,0,2,0,0,0,0,2,1,2732,795,4762,2058,1509,11856,187,Trojan_Dropper,locker
90965,17764,10572,59540,87484,22168,44514,36429,8084,235,13,5,2,4,42,38,35,53,2,0,1,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,6,0,1,3992,15,1927,16,3,0,1644,2040,2907,718,4552,11861,190,Trojan_Dropper,ramnit
106846,29876,10736,64976,98092,31544,38658,27367,11290,33,3,7,3,4,37,37,11,47,3,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,27,3,2,0,0,172,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,6,0,1,9872242,7637,229690,4211,3,1,1524,2422,3053,1885,1178,10062,193,Trojan_Dropper,ztorg
63907,1296,11020,55832,55996,2520,31835,24304,7530,77,10,7,2,2,25,32,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,4,0,1,0,0,0,0,2,1,1521,2148,2662,940,1659,8930,193,Trojan_Dropper,locker
