Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_postUrl,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_error,Logcat_verbose,Logcat_debug,Logcat_warning,Logcat_info,Logcat_total,Process_total,Category,Family
31834,2268,13124,24136,69280,2276,7944,4812,3131,0,0,2,0,2,2,22,6,11,0,0,0,87,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,3,0,1511,1738,3148,9449,4313,20159,189,PUA,secapk
41646,3616,11224,32300,82288,3632,16129,13609,2519,5,0,5,1,2,3,24,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,2,0,4,4,0,4,0,0,2,0,0,4,0,0,0,4,0,0,3,308,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,26,0,0,0,0,3,0,4697,1551,9180,2972,1505,19905,189,PUA,youmi
116799,32132,10544,71772,120752,33580,36570,27368,9201,312,6,7,4,4,32,36,8,34,2,0,2,0,0,0,0,0,7,0,6,0,0,0,0,0,237,1,0,1,4,0,0,0,31,233,0,0,3,1,0,0,0,42,50,0,14,11,11,71,128,0,0,0,0,6,0,0,0,0,0,7,0,48,49,14,0,4,0,22,0,0,0,0,0,0,40,0,0,0,30,0,2,4131119,3338,124279,2574,4,0,3621,4598,1539,2218,1023,12999,191,PUA,cauly
47751,4900,12560,32636,96556,5440,19549,11119,8429,7,1,4,1,2,8,26,3,14,0,1,0,0,0,0,0,0,0,0,24,0,0,0,0,7,77,141,0,141,18,0,59,59,0,59,0,0,18,0,0,0,0,0,0,0,8,0,0,527,269,0,0,0,0,0,0,0,0,0,0,0,0,5,5,19,0,0,0,0,0,0,0,0,0,0,6,0,0,0,40,0,14,237875,375,28889,388,3,0,1330,2947,1694,3942,13200,23113,188,PUA,youmi
22535,412,9584,16396,50024,416,5346,3838,1507,0,0,1,0,2,2,22,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1232,1331,1518,1918,564,6563,189,PUA,secapk
42724,9160,8636,23252,49192,9480,6412,3780,2631,0,0,2,0,2,2,26,6,9,0,0,0,57,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,19,0,0,0,0,3,0,3305,1507,4703,1231,2481,13227,186,PUA,secapk
22566,848,9564,17092,54632,856,6401,4080,2320,0,0,2,0,2,2,23,2,10,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,434,1343,1511,1499,2031,6818,184,PUA,secapk
86575,20524,10616,58240,90504,21216,32838,28055,4782,174,11,5,2,4,40,37,9,38,3,0,6,0,0,11,0,0,8,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,43,0,6,0,0,10,5,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,2,0,0,0,0,0,0,0,0,40,0,0,0,7,0,1,4680,41,8531,102,3,0,4461,949,3385,1976,1512,12283,193,PUA,scamapp
31640,3496,11416,23708,73624,3512,7930,4863,3066,0,0,2,0,2,2,23,6,9,0,0,0,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,3,0,2229,1449,5964,1522,3630,14794,186,PUA,secapk
61732,2936,11064,46612,90048,7580,28504,21621,6882,320,6,6,2,2,16,30,5,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,2,8,4,0,0,0,0,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,84159985,58206,845120,20997,3,1,1927,3551,2986,1619,689,10772,188,PUA,utchi
123488,40764,10764,68280,102652,42592,38032,29601,8430,125,3,5,2,4,47,37,10,40,3,0,8,0,0,36,0,0,26,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,66,0,6,0,0,532,267,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,4,0,0,0,0,0,0,0,0,40,0,0,0,11,0,2,2525962,2830,480547,2272,4,0,1745,1544,3922,1510,3020,11741,192,PUA,scamapp
30606,3388,10396,17416,69704,3392,5377,3989,1387,0,0,1,0,2,2,22,6,9,0,0,0,78,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,3,0,3252,10180,4763,1710,1516,21421,188,PUA,secapk
52894,5444,10788,38588,104812,5784,16863,13879,2983,25,1,4,1,2,10,27,7,17,0,1,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,633,318,0,0,0,0,34,0,0,0,0,0,34,0,37,33,0,0,0,0,136,0,0,0,0,0,0,0,0,0,17,20,0,17,134274,294,32895,323,3,0,1523,1885,3268,1332,4250,12258,188,PUA,cauly
39972,8216,8632,22916,54448,8400,5348,3816,1531,0,0,1,0,2,2,24,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,28,0,14,0,0,0,0,2,0,2465,989,1919,1519,2283,9175,191,PUA,secapk
60669,7252,10788,38840,98828,12504,23320,17800,5519,167,9,9,5,2,29,32,5,24,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,24,0,12,24,0,70,0,0,26,26,13,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,48,0,6,5237,48,7766,48,3,1,3318,8007,1876,2966,813,16980,187,PUA,youmi
164425,24244,18904,126096,91896,24976,46748,36005,10742,105,1,4,1,4,43,37,17,51,4,0,6,0,0,52,0,0,11,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,63,0,2,0,0,851,448,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,2,0,0,0,0,0,0,0,0,20,0,0,0,6,0,1,10295494,10224,684815,6418,5,0,3090,2607,1722,1268,1506,10193,189,PUA,scamapp
67744,2176,10800,56876,97312,2920,8564,6889,1674,32,1,4,1,2,10,28,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,846,0,0,0,282,282,282,282,0,282,0,0,282,0,0,0,0,17,34,0,0,0,34,3691,3729,13,26,0,0,0,0,11,0,0,0,0,0,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,12,13,10018,79,11251,114,4,0,2650,934,4732,1557,2122,11995,189,PUA,youmi
60765,2576,10916,46376,92288,7324,28596,22881,5714,158,6,6,2,2,22,30,4,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,2,12,6,0,0,0,0,6,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,125167569,87699,1590827,39573,4,1,3291,1703,2046,727,4158,11925,190,PUA,utchi
125853,13764,10684,104028,71360,14504,40813,31186,9626,80,1,5,2,4,34,37,11,41,3,0,4,0,0,43,0,0,5,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,0,2,0,0,681,370,0,0,0,0,0,0,0,0,0,0,4,0,16,0,0,0,2,0,0,0,0,0,0,0,0,20,0,0,0,6,0,1,3149858,2964,226123,2345,3,0,2480,1516,3076,1899,1476,10447,188,PUA,scamapp
189716,1484,10852,182164,81220,1492,21933,17723,4209,49,0,4,1,2,10,29,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,652,218,0,218,217,217,218,218,0,218,0,0,436,0,0,0,0,15,30,0,0,0,30,3209,3239,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,451,1,1,4448,45,10967,55,5,0,3464,1598,1879,720,3370,11031,190,PUA,youmi
33400,3984,12780,24632,77444,3996,7972,5255,2716,5,0,5,1,2,3,24,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,2,2,0,2,0,0,2,0,0,4,0,0,0,2,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,25,0,0,0,0,3,0,6411,3468,1393,1510,2845,15627,189,PUA,youmi
47411,8724,9816,25972,93380,8952,8692,6089,2602,12,0,1,0,2,6,27,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,287,0,0,0,22,0,0,0,243,243,0,0,44,0,0,22,0,22,44,0,0,0,0,48,47,1,0,0,0,0,0,1,0,0,0,0,0,44,20,0,0,44,20,0,0,0,0,0,0,0,0,0,0,0,132,0,22,324094,310,19340,333,3,1,7040,4635,1518,2250,1373,16816,193,PUA,apptrack
38060,2892,12176,29752,67416,2904,7931,4976,2954,0,0,2,0,2,2,24,6,11,0,0,0,69,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,23,0,0,0,0,3,0,5959,2882,4419,1603,1410,16273,188,PUA,secapk
21294,480,9544,17272,35948,488,6402,4127,2274,0,0,2,0,2,2,23,2,10,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,499,1634,1531,1431,4837,9932,192,PUA,secapk
71679,5444,10816,53112,101340,9340,27397,23879,3517,614,26,22,18,2,50,45,6,38,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,23,0,4,8,0,80,0,0,18,18,9,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,46,0,2,3053,24,4318,24,3,1,2947,3156,8124,1885,709,16821,188,PUA,youmi
31641,2332,11304,23884,71688,2344,7927,5073,2853,0,0,2,0,2,2,22,5,7,0,0,0,69,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,3,0,6186,1515,1383,4913,2824,16821,188,PUA,secapk
122956,33052,17828,75984,70176,34048,43909,34769,9139,82,1,5,2,4,36,37,10,42,3,0,4,0,0,4,0,0,5,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,0,2,0,0,223,113,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,20,0,0,0,6,0,1,7419687,5690,208614,3418,5,0,1993,1625,3422,2789,1509,11338,188,PUA,scamapp
136069,3252,10680,125544,75860,3296,28740,23548,5191,10,1,5,2,2,17,29,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,345,0,0,0,204,1,125,125,15,140,7,7,204,0,0,0,0,1,2,0,0,0,26,2747,2773,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,1,11102,104,18019,135,5,0,721,3541,3185,1510,1748,10705,190,PUA,youmi
30821,2428,11412,23724,68700,2440,7942,4877,3064,0,0,2,0,2,2,22,5,7,0,0,0,78,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,3,0,5938,1515,2799,1450,3676,15378,192,PUA,secapk
86504,21828,10612,55784,71412,22896,32297,26264,6032,114,1,5,2,4,37,37,9,38,3,0,6,0,0,8,0,0,8,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,37,0,4,0,0,10,5,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,2,0,0,0,0,0,0,0,0,40,0,0,0,7,0,1,4760,43,10586,135,3,0,1772,3060,836,3812,1519,10999,192,PUA,scamapp
